time,i_d_ideal,i_q_ideal,i_d_notch,i_q_notch,i_d_ddrrf,i_q_ddrrf,i_d_ama,i_q_ama
0.034350, 0.044179, -0.100713, -0.032544, -0.149708, -0.066287, -0.177231, -0.060165, -0.183061
0.034400, 0.046001, -0.101468, -0.031559, -0.148964, -0.065782, -0.175821, -0.059777, -0.181759
0.034450, 0.047807, -0.102256, -0.030561, -0.148238, -0.065251, -0.174421, -0.059365, -0.180465
0.034500, 0.049595, -0.103077, -0.029550, -0.147532, -0.064694, -0.173033, -0.058929, -0.179181
0.034550, 0.051367, -0.103931, -0.028527, -0.146846, -0.064112, -0.171656, -0.058469, -0.177906
0.034600, 0.053120, -0.104818, -0.027493, -0.146180, -0.063504, -0.170293, -0.057986, -0.176642
0.034650, 0.054855, -0.105736, -0.026447, -0.145534, -0.062872, -0.168942, -0.057479, -0.175387
0.034700, 0.056570, -0.106686, -0.025390, -0.144909, -0.062214, -0.167605, -0.056950, -0.174144
0.034750, 0.058266, -0.107668, -0.024322, -0.144304, -0.061533, -0.166281, -0.056397, -0.172912
0.034800, 0.059941, -0.108680, -0.023244, -0.143720, -0.060827, -0.164972, -0.055822, -0.171692
0.034850, 0.061595, -0.109722, -0.022157, -0.143157, -0.060097, -0.163678, -0.055225, -0.170484
0.034900, 0.063228, -0.110795, -0.021060, -0.142615, -0.059344, -0.162399, -0.054606, -0.169289
0.034950, 0.064839, -0.111897, -0.019954, -0.142094, -0.058567, -0.161135, -0.053964, -0.168107
0.035000, 0.066427, -0.113028, -0.018839, -0.141595, -0.057768, -0.159888, -0.053302, -0.166938
0.035050, 0.067992, -0.114188, -0.017716, -0.141117, -0.056946, -0.158657, -0.052618, -0.165783
0.035100, 0.069534, -0.115376, -0.016586, -0.140661, -0.056101, -0.157442, -0.051912, -0.164642
0.035150, 0.071051, -0.116592, -0.015448, -0.140227, -0.055235, -0.156246, -0.051187, -0.163516
0.035200, 0.072544, -0.117835, -0.014304, -0.139814, -0.054348, -0.155066, -0.050441, -0.162404
0.035250, 0.074012, -0.119104, -0.013153, -0.139424, -0.053439, -0.153905, -0.049674, -0.161308
0.035300, 0.075454, -0.120400, -0.011995, -0.139056, -0.052509, -0.152762, -0.048889, -0.160228
0.035350, 0.076870, -0.121722, -0.010832, -0.138709, -0.051558, -0.151638, -0.048083, -0.159163
0.035400, 0.078260, -0.123068, -0.009664, -0.138386, -0.050588, -0.150533, -0.047258, -0.158115
0.035450, 0.079623, -0.124440, -0.008492, -0.138084, -0.049598, -0.149448, -0.046415, -0.157084
0.035500, 0.080958, -0.125835, -0.007314, -0.137805, -0.048588, -0.148382, -0.045553, -0.156069
0.035550, 0.082266, -0.127255, -0.006133, -0.137549, -0.047560, -0.147337, -0.044673, -0.155072
0.035600, 0.083546, -0.128697, -0.004949, -0.137315, -0.046513, -0.146312, -0.043775, -0.154093
0.035650, 0.084797, -0.130161, -0.003761, -0.137103, -0.045448, -0.145308, -0.042860, -0.153132
0.035700, 0.086019, -0.131648, -0.002571, -0.136915, -0.044365, -0.144325, -0.041928, -0.152189
0.035750, 0.087211, -0.133156, -0.001378, -0.136748, -0.043265, -0.143364, -0.040979, -0.151264
0.035800, 0.088374, -0.134685, -0.000184, -0.136605, -0.042148, -0.142424, -0.040013, -0.150359
0.035850, 0.089507, -0.136233, 0.001012, -0.136484, -0.041015, -0.141507, -0.039032, -0.149472
0.035900, 0.090609, -0.137802, 0.002209, -0.136386, -0.039866, -0.140612, -0.038035, -0.148606
0.035950, 0.091681, -0.139389, 0.003406, -0.136310, -0.038701, -0.139739, -0.037023, -0.147758
0.036000, 0.092721, -0.140995, 0.004603, -0.136257, -0.037521, -0.138890, -0.035996, -0.146931
0.036050, 0.093730, -0.142619, 0.005800, -0.136227, -0.036326, -0.138064, -0.034955, -0.146125
0.036100, 0.094708, -0.144260, 0.006996, -0.136219, -0.035117, -0.137261, -0.033899, -0.145338
0.036150, 0.095653, -0.145917, 0.008191, -0.136234, -0.033894, -0.136481, -0.032830, -0.144573
0.036200, 0.096566, -0.147591, 0.009385, -0.136271, -0.032658, -0.135726, -0.031748, -0.143828
0.036250, 0.097447, -0.149279, 0.010576, -0.136331, -0.031410, -0.134995, -0.030653, -0.143105
0.036300, 0.098294, -0.150983, 0.011765, -0.136413, -0.030148, -0.134288, -0.029545, -0.142403
0.036350, 0.099109, -0.152700, 0.012951, -0.136517, -0.028875, -0.133605, -0.028426, -0.141723
0.036400, 0.099891, -0.154431, 0.014134, -0.136644, -0.027591, -0.132948, -0.027295, -0.141064
0.036450, 0.100639, -0.156174, 0.015313, -0.136792, -0.026295, -0.132315, -0.026153, -0.140428
0.036500, 0.101353, -0.157930, 0.016488, -0.136963, -0.024989, -0.131708, -0.025000, -0.139814
0.036550, 0.102034, -0.159697, 0.017658, -0.137156, -0.023674, -0.131125, -0.023837, -0.139222
0.036600, 0.102680, -0.161476, 0.018823, -0.137370, -0.022348, -0.130568, -0.022664, -0.138653
0.036650, 0.103292, -0.163264, 0.019983, -0.137606, -0.021014, -0.130037, -0.021481, -0.138106
0.036700, 0.103870, -0.165062, 0.021138, -0.137864, -0.019671, -0.129531, -0.020290, -0.137582
0.036750, 0.104414, -0.166868, 0.022286, -0.138143, -0.018320, -0.129052, -0.019090, -0.137082
0.036800, 0.104922, -0.168683, 0.023427, -0.138444, -0.016961, -0.128598, -0.017882, -0.136604
0.036850, 0.105397, -0.170506, 0.024562, -0.138766, -0.015596, -0.128170, -0.016667, -0.136150
0.036900, 0.105836, -0.172335, 0.025690, -0.139108, -0.014224, -0.127769, -0.015444, -0.135720
0.036950, 0.106240, -0.174170, 0.026809, -0.139472, -0.012846, -0.127393, -0.014215, -0.135312
0.037000, 0.106609, -0.176012, 0.027921, -0.139856, -0.011462, -0.127044, -0.012979, -0.134929
0.037050, 0.106943, -0.177858, 0.029024, -0.140261, -0.010074, -0.126722, -0.011737, -0.134569
0.037100, 0.107242, -0.179708, 0.030118, -0.140686, -0.008681, -0.126426, -0.010490, -0.134233
0.037150, 0.107506, -0.181562, 0.031203, -0.141131, -0.007284, -0.126157, -0.009238, -0.133920
0.037200, 0.107735, -0.183418, 0.032278, -0.141596, -0.005883, -0.125914, -0.007982, -0.133632
0.037250, 0.107928, -0.185277, 0.033344, -0.142081, -0.004480, -0.125698, -0.006721, -0.133367
0.037300, 0.108086, -0.187138, 0.034399, -0.142585, -0.003073, -0.125509, -0.005457, -0.133127
0.037350, 0.108209, -0.188999, 0.035443, -0.143109, -0.001665, -0.125346, -0.004190, -0.132911
0.037400, 0.108297, -0.190860, 0.036477, -0.143651, -0.000256, -0.125210, -0.002920, -0.132719
0.037450, 0.108350, -0.192722, 0.037499, -0.144213, 0.001155, -0.125100, -0.001648, -0.132551
0.037500, 0.108367, -0.194582, 0.038509, -0.144793, 0.002566, -0.125018, -0.000374, -0.132407
0.037550, 0.108350, -0.196440, 0.039507, -0.145392, 0.003977, -0.124962, 0.000901, -0.132287
0.037600, 0.108297, -0.198296, 0.040493, -0.146008, 0.005387, -0.124932, 0.002176, -0.132191
0.037650, 0.108210, -0.200149, 0.041466, -0.146643, 0.006797, -0.124930, 0.003453, -0.132120
0.037700, 0.108088, -0.201998, 0.042426, -0.147295, 0.008205, -0.124953, 0.004729, -0.132072
0.037750, 0.107931, -0.203842, 0.043373, -0.147965, 0.009610, -0.125004, 0.006004, -0.132049
0.037800, 0.107740, -0.205682, 0.044306, -0.148651, 0.011014, -0.125080, 0.007279, -0.132050
0.037850, 0.107514, -0.207516, 0.045225, -0.149355, 0.012414, -0.125183, 0.008552, -0.132075
0.037900, 0.107254, -0.209344, 0.046130, -0.150075, 0.013811, -0.125313, 0.009823, -0.132123
0.037950, 0.106959, -0.211165, 0.047020, -0.150811, 0.015204, -0.125468, 0.011092, -0.132196
0.038000, 0.106631, -0.212978, 0.047896, -0.151563, 0.016592, -0.125650, 0.012359, -0.132292
0.038050, 0.106269, -0.214783, 0.048756, -0.152331, 0.017976, -0.125857, 0.013621, -0.132412
0.038100, 0.105874, -0.216579, 0.049601, -0.153114, 0.019354, -0.126090, 0.014881, -0.132556
0.038150, 0.105445, -0.218366, 0.050430, -0.153912, 0.020726, -0.126349, 0.016136, -0.132723
0.038200, 0.104982, -0.220143, 0.051243, -0.154725, 0.022091, -0.126634, 0.017386, -0.132914
0.038250, 0.104487, -0.221909, 0.052040, -0.155552, 0.023450, -0.126944, 0.018632, -0.133128
0.038300, 0.103960, -0.223663, 0.052821, -0.156393, 0.024801, -0.127279, 0.019872, -0.133366
0.038350, 0.103399, -0.225406, 0.053585, -0.157248, 0.026145, -0.127639, 0.021106, -0.133626
0.038400, 0.102807, -0.227136, 0.054331, -0.158117, 0.027480, -0.128024, 0.022334, -0.133909
0.038450, 0.102183, -0.228853, 0.055061, -0.158998, 0.028806, -0.128434, 0.023556, -0.134216
0.038500, 0.101527, -0.230557, 0.055773, -0.159893, 0.030124, -0.128868, 0.024770, -0.134544
0.038550, 0.100840, -0.232246, 0.056468, -0.160799, 0.031431, -0.129327, 0.025977, -0.134896
0.038600, 0.100121, -0.233920, 0.057145, -0.161718, 0.032729, -0.129809, 0.027175, -0.135269
0.038650, 0.099372, -0.235579, 0.057803, -0.162649, 0.034016, -0.130316, 0.028366, -0.135665
0.038700, 0.098593, -0.237222, 0.058444, -0.163591, 0.035292, -0.130846, 0.029547, -0.136083
0.038750, 0.097783, -0.238849, 0.059066, -0.164544, 0.036556, -0.131400, 0.030719, -0.136522
0.038800, 0.096944, -0.240458, 0.059669, -0.165507, 0.037809, -0.131977, 0.031882, -0.136984
0.038850, 0.096075, -0.242050, 0.060253, -0.166481, 0.039049, -0.132577, 0.033035, -0.137466
0.038900, 0.095178, -0.243624, 0.060819, -0.167465, 0.040277, -0.133199, 0.034177, -0.137970
0.038950, 0.094251, -0.245179, 0.061365, -0.168458, 0.041492, -0.133844, 0.035309, -0.138494
0.039000, 0.093297, -0.246715, 0.061892, -0.169460, 0.042693, -0.134511, 0.036429, -0.139040
0.039050, 0.092315, -0.248231, 0.062400, -0.170472, 0.043880, -0.135200, 0.037538, -0.139606
0.039100, 0.091305, -0.249727, 0.062888, -0.171491, 0.045053, -0.135911, 0.038635, -0.140192
0.039150, 0.090268, -0.251202, 0.063356, -0.172519, 0.046211, -0.136643, 0.039720, -0.140798
0.039200, 0.089205, -0.252656, 0.063804, -0.173555, 0.047355, -0.137396, 0.040792, -0.141424
0.039250, 0.088115, -0.254089, 0.064233, -0.174597, 0.048482, -0.138169, 0.041851, -0.142069
0.039300, 0.087000, -0.255499, 0.064641, -0.175647, 0.049594, -0.138963, 0.042897, -0.142733
0.039350, 0.085859, -0.256887, 0.065029, -0.176703, 0.050690, -0.139777, 0.043929, -0.143417
0.039400, 0.084693, -0.258251, 0.065397, -0.177765, 0.051769, -0.140611, 0.044947, -0.144119
0.039450, 0.083503, -0.259593, 0.065744, -0.178833, 0.052831, -0.141464, 0.045951, -0.144840
0.039500, 0.082289, -0.260910, 0.066071, -0.179906, 0.053876, -0.142336, 0.046940, -0.145578
0.039550, 0.081052, -0.262203, 0.066377, -0.180985, 0.054904, -0.143227, 0.047914, -0.146335
0.039600, 0.079792, -0.263471, 0.066662, -0.182068, 0.055913, -0.144136, 0.048873, -0.147109
0.039650, 0.078509, -0.264714, 0.066927, -0.183154, 0.056904, -0.145063, 0.049816, -0.147900
0.039700, 0.077204, -0.265932, 0.067171, -0.184245, 0.057877, -0.146008, 0.050743, -0.148708
0.039750, 0.075878, -0.267123, 0.067394, -0.185339, 0.058831, -0.146970, 0.051654, -0.149532
0.039800, 0.074531, -0.268289, 0.067597, -0.186436, 0.059765, -0.147949, 0.052548, -0.150373
0.039850, 0.073163, -0.269427, 0.067778, -0.187536, 0.060680, -0.148944, 0.053425, -0.151230
0.039900, 0.071776, -0.270539, 0.067939, -0.188638, 0.061576, -0.149956, 0.054286, -0.152102
0.039950, 0.070369, -0.271623, 0.068079, -0.189742, 0.062451, -0.150983, 0.055129, -0.152989
0.040000, 0.068943, -0.272680, 0.068197, -0.190847, 0.063306, -0.152025, 0.055954, -0.153892
0.040050, 0.067499, -0.273708, 0.068295, -0.191953, 0.064140, -0.153083, 0.056761, -0.154809
0.040100, 0.066038, -0.274708, 0.068372, -0.193059, 0.064954, -0.154155, 0.057550, -0.155740
0.040150, 0.064559, -0.275680, 0.068428, -0.194166, 0.065746, -0.155241, 0.058321, -0.156685
0.040200, 0.063063, -0.276622, 0.068463, -0.195273, 0.066517, -0.156341, 0.059073, -0.157643
0.040250, 0.061551, -0.277536, 0.068477, -0.196379, 0.067266, -0.157454, 0.059807, -0.158614
0.040300, 0.060024, -0.278419, 0.068470, -0.197484, 0.067994, -0.158580, 0.060521, -0.159598
0.040350, 0.058482, -0.279274, 0.068443, -0.198588, 0.068700, -0.159719, 0.061216, -0.160595
0.040400, 0.056926, -0.280098, 0.068395, -0.199690, 0.069383, -0.160869, 0.061891, -0.161603
0.040450, 0.055355, -0.280892, 0.068326, -0.200790, 0.070044, -0.162031, 0.062546, -0.162623
0.040500, 0.053772, -0.281655, 0.068236, -0.201887, 0.070683, -0.163204, 0.063182, -0.163655
0.040550, 0.052176, -0.282388, 0.068126, -0.202982, 0.071298, -0.164388, 0.063797, -0.164697
0.040600, 0.050568, -0.283090, 0.067995, -0.204073, 0.071891, -0.165582, 0.064393, -0.165749
0.040650, 0.048948, -0.283760, 0.067844, -0.205160, 0.072460, -0.166786, 0.064967, -0.166812
0.040700, 0.047318, -0.284400, 0.067673, -0.206244, 0.073006, -0.168000, 0.065521, -0.167884
0.040750, 0.045677, -0.285008, 0.067481, -0.207322, 0.073529, -0.169222, 0.066054, -0.168965
0.040800, 0.044027, -0.285585, 0.067270, -0.208397, 0.074028, -0.170453, 0.066567, -0.170055
0.040850, 0.042368, -0.286130, 0.067038, -0.209466, 0.074503, -0.171692, 0.067058, -0.171154
0.040900, 0.040701, -0.286643, 0.066786, -0.210529, 0.074955, -0.172938, 0.067528, -0.172261
0.040950, 0.039025, -0.287124, 0.066515, -0.211586, 0.075382, -0.174191, 0.067976, -0.173375
0.041000, 0.037343, -0.287573, 0.066224, -0.212638, 0.075786, -0.175451, 0.068403, -0.174496
0.041050, 0.035654, -0.287989, 0.065914, -0.213682, 0.076165, -0.176718, 0.068809, -0.175625
0.041100, 0.033959, -0.288374, 0.065584, -0.214720, 0.076520, -0.177990, 0.069192, -0.176759
0.041150, 0.032258, -0.288726, 0.065235, -0.215750, 0.076850, -0.179267, 0.069554, -0.177900
0.041200, 0.030553, -0.289046, 0.064868, -0.216772, 0.077157, -0.180549, 0.069894, -0.179046
0.041250, 0.028844, -0.289333, 0.064481, -0.217786, 0.077438, -0.181835, 0.070213, -0.180197
0.041300, 0.027131, -0.289588, 0.064076, -0.218792, 0.077695, -0.183126, 0.070509, -0.181353
0.041350, 0.025416, -0.289810, 0.063652, -0.219789, 0.077928, -0.184419, 0.070783, -0.182513
0.041400, 0.023698, -0.290000, 0.063210, -0.220778, 0.078136, -0.185716, 0.071034, -0.183677
0.041450, 0.021978, -0.290157, 0.062749, -0.221756, 0.078319, -0.187015, 0.071264, -0.184845
0.041500, 0.020258, -0.290281, 0.062271, -0.222725, 0.078478, -0.188316, 0.071471, -0.186015
0.041550, 0.018537, -0.290373, 0.061775, -0.223684, 0.078612, -0.189618, 0.071656, -0.187188
0.041600, 0.016816, -0.290433, 0.061262, -0.224632, 0.078721, -0.190922, 0.071819, -0.188364
0.041650, 0.015096, -0.290460, 0.060731, -0.225570, 0.078806, -0.192226, 0.071960, -0.189541
0.041700, 0.013378, -0.290454, 0.060184, -0.226496, 0.078866, -0.193531, 0.072078, -0.190719
0.041750, 0.011661, -0.290417, 0.059619, -0.227412, 0.078901, -0.194835, 0.072174, -0.191898
0.041800, 0.009947, -0.290346, 0.059038, -0.228315, 0.078912, -0.196138, 0.072247, -0.193078
0.041850, 0.008237, -0.290244, 0.058440, -0.229207, 0.078898, -0.197440, 0.072299, -0.194258
0.041900, 0.006530, -0.290110, 0.057827, -0.230086, 0.078859, -0.198740, 0.072328, -0.195437
0.041950, 0.004827, -0.289944, 0.057197, -0.230953, 0.078797, -0.200038, 0.072334, -0.196616
0.042000, 0.003130, -0.289745, 0.056552, -0.231807, 0.078709, -0.201334, 0.072319, -0.197794
0.042050, 0.001438, -0.289516, 0.055892, -0.232648, 0.078598, -0.202626, 0.072281, -0.198970
0.042100, -0.000247, -0.289254, 0.055216, -0.233476, 0.078462, -0.203915, 0.072221, -0.200143
0.042150, -0.001926, -0.288961, 0.054526, -0.234289, 0.078303, -0.205199, 0.072140, -0.201315
0.042200, -0.003597, -0.288637, 0.053821, -0.235089, 0.078119, -0.206480, 0.072036, -0.202483
0.042250, -0.005260, -0.288281, 0.053102, -0.235875, 0.077911, -0.207755, 0.071910, -0.203649
0.042300, -0.006915, -0.287895, 0.052368, -0.236647, 0.077680, -0.209025, 0.071763, -0.204810
0.042350, -0.008561, -0.287478, 0.051621, -0.237403, 0.077424, -0.210290, 0.071594, -0.205968
0.042400, -0.010197, -0.287031, 0.050861, -0.238145, 0.077146, -0.211548, 0.071403, -0.207121
0.042450, -0.011822, -0.286553, 0.050088, -0.238872, 0.076844, -0.212799, 0.071191, -0.208269
0.042500, -0.013437, -0.286045, 0.049301, -0.239583, 0.076518, -0.214044, 0.070957, -0.209412
0.042550, -0.015041, -0.285507, 0.048502, -0.240279, 0.076170, -0.215280, 0.070702, -0.210549
0.042600, -0.016632, -0.284940, 0.047691, -0.240958, 0.075799, -0.216509, 0.070426, -0.211680
0.042650, -0.018211, -0.284343, 0.046869, -0.241622, 0.075405, -0.217730, 0.070129, -0.212805
0.042700, -0.019777, -0.283717, 0.046034, -0.242270, 0.074988, -0.218942, 0.069811, -0.213923
0.042750, -0.021330, -0.283063, 0.045188, -0.242901, 0.074549, -0.220144, 0.069473, -0.215034
0.042800, -0.022868, -0.282380, 0.044332, -0.243516, 0.074088, -0.221337, 0.069114, -0.216137
0.042850, -0.024392, -0.281668, 0.043464, -0.244113, 0.073605, -0.222520, 0.068734, -0.217232
0.042900, -0.025901, -0.280929, 0.042587, -0.244694, 0.073101, -0.223692, 0.068334, -0.218318
0.042950, -0.027394, -0.280163, 0.041699, -0.245257, 0.072575, -0.224854, 0.067915, -0.219396
0.043000, -0.028871, -0.279369, 0.040802, -0.245804, 0.072027, -0.226005, 0.067475, -0.220465
0.043050, -0.030332, -0.278548, 0.039896, -0.246332, 0.071458, -0.227143, 0.067016, -0.221524
0.043100, -0.031775, -0.277700, 0.038980, -0.246843, 0.070869, -0.228270, 0.066538, -0.222574
0.043150, -0.033201, -0.276826, 0.038056, -0.247336, 0.070259, -0.229385, 0.066040, -0.223613
0.043200, -0.034609, -0.275927, 0.037124, -0.247812, 0.069629, -0.230487, 0.065523, -0.224642
0.043250, -0.035998, -0.275002, 0.036184, -0.248269, 0.068979, -0.231575, 0.064987, -0.225660
0.043300, -0.037368, -0.274052, 0.035236, -0.248708, 0.068309, -0.232651, 0.064433, -0.226666
0.043350, -0.038719, -0.273077, 0.034282, -0.249128, 0.067619, -0.233712, 0.063861, -0.227661
0.043400, -0.040050, -0.272077, 0.033320, -0.249530, 0.066910, -0.234759, 0.063270, -0.228644
0.043450, -0.041361, -0.271054, 0.032352, -0.249914, 0.066183, -0.235792, 0.062662, -0.229615
0.043500, -0.042650, -0.270007, 0.031377, -0.250279, 0.065436, -0.236810, 0.062036, -0.230574
0.043550, -0.043919, -0.268937, 0.030397, -0.250625, 0.064672, -0.237812, 0.061392, -0.231519
0.043600, -0.045166, -0.267845, 0.029412, -0.250953, 0.063889, -0.238800, 0.060732, -0.232452
0.043650, -0.046392, -0.266730, 0.028421, -0.251261, 0.063089, -0.239771, 0.060054, -0.233371
0.043700, -0.047595, -0.265593, 0.027426, -0.251550, 0.062271, -0.240726, 0.059361, -0.234276
0.043750, -0.048775, -0.264435, 0.026426, -0.251821, 0.061436, -0.241665, 0.058650, -0.235167
0.043800, -0.049932, -0.263256, 0.025422, -0.252072, 0.060584, -0.242586, 0.057924, -0.236043
0.043850, -0.051065, -0.262057, 0.024415, -0.252304, 0.059716, -0.243491, 0.057182, -0.236905
0.043900, -0.052175, -0.260837, 0.023405, -0.252517, 0.058832, -0.244379, 0.056425, -0.237752
0.043950, -0.053260, -0.259598, 0.022391, -0.252710, 0.057933, -0.245249, 0.055653, -0.238584
0.044000, -0.054321, -0.258340, 0.021375, -0.252884, 0.057017, -0.246100, 0.054866, -0.239401
0.044050, -0.055357, -0.257064, 0.020357, -0.253039, 0.056087, -0.246934, 0.054064, -0.240201
0.044100, -0.056368, -0.255769, 0.019338, -0.253175, 0.055142, -0.247749, 0.053249, -0.240986
0.044150, -0.057353, -0.254457, 0.018316, -0.253291, 0.054183, -0.248546, 0.052419, -0.241754
0.044200, -0.058313, -0.253127, 0.017294, -0.253388, 0.053210, -0.249324, 0.051576, -0.242506
0.044250, -0.059246, -0.251781, 0.016271, -0.253466, 0.052224, -0.250082, 0.050719, -0.243242
0.044300, -0.060153, -0.250419, 0.015248, -0.253524, 0.051224, -0.250821, 0.049850, -0.243960
0.044350, -0.061033, -0.249042, 0.014225, -0.253563, 0.050211, -0.251540, 0.048968, -0.244661
0.044400, -0.061887, -0.247649, 0.013202, -0.253582, 0.049186, -0.252240, 0.048074, -0.245345
0.044450, -0.062713, -0.246242, 0.012180, -0.253582, 0.048149, -0.252919, 0.047168, -0.246011
0.044500, -0.063512, -0.244821, 0.011159, -0.253563, 0.047101, -0.253578, 0.046251, -0.246659
0.044550, -0.064283, -0.243386, 0.010140, -0.253525, 0.046041, -0.254217, 0.045322, -0.247289
0.044600, -0.065026, -0.241939, 0.009122, -0.253468, 0.044970, -0.254835, 0.044383, -0.247902
0.044650, -0.065741, -0.240479, 0.008107, -0.253391, 0.043889, -0.255432, 0.043433, -0.248495
0.044700, -0.066428, -0.239007, 0.007094, -0.253296, 0.042798, -0.256008, 0.042473, -0.249070
0.044750, -0.067086, -0.237524, 0.006085, -0.253181, 0.041697, -0.256563, 0.041503, -0.249627
0.044800, -0.067716, -0.236031, 0.005078, -0.253048, 0.040587, -0.257096, 0.040524, -0.250165
0.044850, -0.068317, -0.234527, 0.004075, -0.252896, 0.039468, -0.257608, 0.039536, -0.250683
0.044900, -0.068889, -0.233013, 0.003077, -0.252725, 0.038341, -0.258098, 0.038539, -0.251182
0.044950, -0.069432, -0.231491, 0.002082, -0.252535, 0.037206, -0.258567, 0.037533, -0.251662
0.045000, -0.069945, -0.229960, 0.001092, -0.252327, 0.036063, -0.259014, 0.036520, -0.252123
0.045050, -0.070429, -0.228421, 0.000107, -0.252101, 0.034913, -0.259438, 0.035500, -0.252564
0.045100, -0.070884, -0.226874, -0.000872, -0.251856, 0.033756, -0.259841, 0.034472, -0.252985
0.045150, -0.071309, -0.225321, -0.001846, -0.251593, 0.032594, -0.260221, 0.033437, -0.253387
0.045200, -0.071704, -0.223761, -0.002813, -0.251312, 0.031425, -0.260579, 0.032396, -0.253768
0.045250, -0.072069, -0.222196, -0.003775, -0.251014, 0.030251, -0.260915, 0.031349, -0.254130
0.045300, -0.072405, -0.220626, -0.004729, -0.250697, 0.029072, -0.261228, 0.030297, -0.254471
0.045350, -0.072710, -0.219051, -0.005677, -0.250363, 0.027888, -0.261518, 0.029239, -0.254792
0.045400, -0.072986, -0.217472, -0.006617, -0.250011, 0.026700, -0.261786, 0.028176, -0.255093
0.045450, -0.073232, -0.215890, -0.007550, -0.249642, 0.025508, -0.262031, 0.027109, -0.255373
0.045500, -0.073447, -0.214305, -0.008474, -0.249256, 0.024313, -0.262254, 0.026038, -0.255633
0.045550, -0.073632, -0.212717, -0.009391, -0.248853, 0.023116, -0.262454, 0.024963, -0.255873
0.045600, -0.073788, -0.211128, -0.010298, -0.248433, 0.021915, -0.262631, 0.023884, -0.256092
0.045650, -0.073913, -0.209538, -0.011197, -0.247996, 0.020713, -0.262785, 0.022803, -0.256291
0.045700, -0.074008, -0.207947, -0.012087, -0.247543, 0.019510, -0.262916, 0.021719, -0.256469
0.045750, -0.074073, -0.206356, -0.012966, -0.247074, 0.018305, -0.263025, 0.020634, -0.256626
0.045800, -0.074108, -0.204765, -0.013837, -0.246589, 0.017099, -0.263111, 0.019546, -0.256763
0.045850, -0.074113, -0.203176, -0.014697, -0.246088, 0.015893, -0.263173, 0.018457, -0.256879
0.045900, -0.074088, -0.201589, -0.015546, -0.245571, 0.014688, -0.263214, 0.017367, -0.256975
0.045950, -0.074033, -0.200003, -0.016385, -0.245039, 0.013483, -0.263231, 0.016276, -0.257049
0.046000, -0.073949, -0.198421, -0.017213, -0.244492, 0.012279, -0.263226, 0.015186, -0.257104
0.046050, -0.073834, -0.196842, -0.018030, -0.243929, 0.011076, -0.263198, 0.014095, -0.257137
0.046100, -0.073690, -0.195266, -0.018835, -0.243352, 0.009876, -0.263147, 0.013005, -0.257150
0.046150, -0.073517, -0.193696, -0.019629, -0.242761, 0.008677, -0.263074, 0.011916, -0.257143
0.046200, -0.073314, -0.192130, -0.020410, -0.242155, 0.007481, -0.262979, 0.010829, -0.257115
0.046250, -0.073082, -0.190570, -0.021179, -0.241535, 0.006289, -0.262861, 0.009743, -0.257066
0.046300, -0.072821, -0.189016, -0.021936, -0.240901, 0.005100, -0.262720, 0.008659, -0.256998
0.046350, -0.072531, -0.187468, -0.022680, -0.240254, 0.003915, -0.262558, 0.007578, -0.256908
0.046400, -0.072212, -0.185928, -0.023411, -0.239593, 0.002734, -0.262373, 0.006500, -0.256799
0.046450, -0.071864, -0.184396, -0.024128, -0.238920, 0.001559, -0.262166, 0.005425, -0.256669
0.046500, -0.071488, -0.182872, -0.024832, -0.238233, 0.000388, -0.261938, 0.004353, -0.256520
0.046550, -0.071084, -0.181356, -0.025523, -0.237535, -0.000777, -0.261687, 0.003286, -0.256350
0.046600, -0.070651, -0.179850, -0.026199, -0.236823, -0.001936, -0.261415, 0.002223, -0.256160
0.046650, -0.070191, -0.178354, -0.026862, -0.236101, -0.003089, -0.261122, 0.001164, -0.255951
0.046700, -0.069703, -0.176868, -0.027510, -0.235366, -0.004234, -0.260807, 0.000111, -0.255722
0.046750, -0.069188, -0.175393, -0.028143, -0.234620, -0.005373, -0.260470, -0.000936, -0.255473
0.046800, -0.068645, -0.173929, -0.028762, -0.233863, -0.006504, -0.260113, -0.001978, -0.255205
0.046850, -0.068076, -0.172477, -0.029365, -0.233095, -0.007627, -0.259735, -0.003014, -0.254918
0.046900, -0.067479, -0.171038, -0.029954, -0.232316, -0.008741, -0.259336, -0.004043, -0.254611
0.046950, -0.066857, -0.169611, -0.030527, -0.231528, -0.009847, -0.258917, -0.005065, -0.254285
0.047000, -0.066208, -0.168198, -0.031085, -0.230729, -0.010944, -0.258477, -0.006080, -0.253941
0.047050, -0.065533, -0.166798, -0.031627, -0.229921, -0.012031, -0.258017, -0.007087, -0.253578
0.047100, -0.064833, -0.165413, -0.032153, -0.229104, -0.013108, -0.257537, -0.008086, -0.253196
0.047150, -0.064107, -0.164043, -0.032663, -0.228277, -0.014175, -0.257038, -0.009077, -0.252796
0.047200, -0.063356, -0.162687, -0.033158, -0.227442, -0.015232, -0.256518, -0.010059, -0.252377
0.047250, -0.062581, -0.161348, -0.033635, -0.226599, -0.016277, -0.255980, -0.011032, -0.251941
0.047300, -0.061781, -0.160024, -0.034097, -0.225747, -0.017311, -0.255422, -0.011996, -0.251486
0.047350, -0.060958, -0.158717, -0.034542, -0.224888, -0.018334, -0.254846, -0.012951, -0.251014
0.047400, -0.060110, -0.157427, -0.034970, -0.224021, -0.019344, -0.254251, -0.013895, -0.250525
