time,i_d_ideal,i_q_ideal,i_d_notch,i_q_notch,i_d_ddrrf,i_q_ddrrf,i_d_ama,i_q_ama
0.000000, 0.000000, 0.000000, 0.000025, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000
0.000050, 0.003768, -0.000036, 0.000558, -0.000005, 0.000028, -0.000000, 0.000004, -0.000000
0.000100, 0.007531, -0.000142, 0.001893, -0.000028, 0.000105, -0.000001, 0.000016, -0.000000
0.000150, 0.011288, -0.000319, 0.003741, -0.000081, 0.000228, -0.000005, 0.000040, -0.000001
0.000200, 0.015037, -0.000567, 0.005899, -0.000172, 0.000398, -0.000010, 0.000079, -0.000002
0.000250, 0.018777, -0.000885, 0.008220, -0.000304, 0.000612, -0.000019, 0.000136, -0.000004
0.000300, 0.022508, -0.001273, 0.010606, -0.000481, 0.000870, -0.000033, 0.000211, -0.000007
0.000350, 0.026226, -0.001731, 0.012987, -0.000703, 0.001170, -0.000051, 0.000306, -0.000012
0.000400, 0.029932, -0.002258, 0.015315, -0.000969, 0.001511, -0.000074, 0.000421, -0.000019
0.000450, 0.033624, -0.002855, 0.017562, -0.001278, 0.001892, -0.000104, 0.000556, -0.000028
0.000500, 0.037301, -0.003520, 0.019708, -0.001628, 0.002312, -0.000140, 0.000713, -0.000040
0.000550, 0.040961, -0.004254, 0.021744, -0.002017, 0.002769, -0.000184, 0.000891, -0.000055
0.000600, 0.044603, -0.005056, 0.023664, -0.002443, 0.003262, -0.000235, 0.001091, -0.000074
0.000650, 0.048225, -0.005926, 0.025470, -0.002904, 0.003790, -0.000294, 0.001312, -0.000096
0.000700, 0.051828, -0.006863, 0.027163, -0.003397, 0.004353, -0.000362, 0.001555, -0.000123
0.000750, 0.055408, -0.007867, 0.028748, -0.003920, 0.004948, -0.000438, 0.001819, -0.000155
0.000800, 0.058966, -0.008937, 0.030231, -0.004472, 0.005576, -0.000525, 0.002105, -0.000191
0.000850, 0.062500, -0.010073, 0.031617, -0.005051, 0.006234, -0.000620, 0.002412, -0.000234
0.000900, 0.066008, -0.011274, 0.032915, -0.005654, 0.006922, -0.000726, 0.002740, -0.000282
0.000950, 0.069490, -0.012540, 0.034130, -0.006280, 0.007640, -0.000842, 0.003090, -0.000337
0.001000, 0.072944, -0.013870, 0.035270, -0.006928, 0.008385, -0.000968, 0.003461, -0.000398
0.001050, 0.076369, -0.015263, 0.036342, -0.007596, 0.009157, -0.001105, 0.003853, -0.000467
0.001100, 0.079764, -0.016720, 0.037351, -0.008283, 0.009956, -0.001254, 0.004266, -0.000543
0.001150, 0.083127, -0.018239, 0.038305, -0.008988, 0.010780, -0.001413, 0.004699, -0.000627
0.001200, 0.086459, -0.019819, 0.039210, -0.009710, 0.011629, -0.001584, 0.005153, -0.000719
0.001250, 0.089757, -0.021461, 0.040071, -0.010448, 0.012502, -0.001766, 0.005627, -0.000820
0.001300, 0.093020, -0.023162, 0.040893, -0.011201, 0.013397, -0.001960, 0.006121, -0.000930
0.001350, 0.096248, -0.024923, 0.041682, -0.011968, 0.014315, -0.002166, 0.006635, -0.001049
0.001400, 0.099439, -0.026743, 0.042442, -0.012749, 0.015254, -0.002385, 0.007169, -0.001178
0.001450, 0.102592, -0.028621, 0.043178, -0.013544, 0.016214, -0.002615, 0.007722, -0.001317
0.001500, 0.105706, -0.030557, 0.043894, -0.014352, 0.017194, -0.002857, 0.008295, -0.001467
0.001550, 0.108780, -0.032549, 0.044594, -0.015172, 0.018194, -0.003112, 0.008887, -0.001627
0.001600, 0.111813, -0.034596, 0.045281, -0.016004, 0.019212, -0.003379, 0.009498, -0.001799
0.001650, 0.114804, -0.036698, 0.045958, -0.016848, 0.020248, -0.003659, 0.010127, -0.001982
0.001700, 0.117753, -0.038855, 0.046629, -0.017705, 0.021302, -0.003951, 0.010775, -0.002177
0.001750, 0.120657, -0.041064, 0.047296, -0.018573, 0.022373, -0.004256, 0.011441, -0.002384
0.001800, 0.123517, -0.043326, 0.047962, -0.019453, 0.023461, -0.004574, 0.012125, -0.002604
0.001850, 0.126330, -0.045639, 0.048630, -0.020344, 0.024564, -0.004905, 0.012826, -0.002837
0.001900, 0.129097, -0.048002, 0.049300, -0.021248, 0.025683, -0.005248, 0.013545, -0.003082
0.001950, 0.131817, -0.050415, 0.049976, -0.022163, 0.026816, -0.005605, 0.014281, -0.003342
0.002000, 0.134488, -0.052876, 0.050659, -0.023090, 0.027964, -0.005974, 0.015034, -0.003615
0.002050, 0.137110, -0.055385, 0.051350, -0.024029, 0.029126, -0.006357, 0.015803, -0.003902
0.002100, 0.139681, -0.057940, 0.052051, -0.024981, 0.030301, -0.006753, 0.016589, -0.004203
0.002150, 0.142202, -0.060541, 0.052762, -0.025945, 0.031490, -0.007162, 0.017391, -0.004519
0.002200, 0.144670, -0.063186, 0.053486, -0.026921, 0.032691, -0.007584, 0.018208, -0.004850
0.002250, 0.147086, -0.065875, 0.054223, -0.027911, 0.033904, -0.008020, 0.019041, -0.005197
0.002300, 0.149449, -0.068607, 0.054974, -0.028913, 0.035129, -0.008469, 0.019889, -0.005559
0.002350, 0.151758, -0.071380, 0.055739, -0.029929, 0.036365, -0.008931, 0.020752, -0.005936
0.002400, 0.154012, -0.074193, 0.056519, -0.030958, 0.037612, -0.009407, 0.021629, -0.006330
0.002450, 0.156210, -0.077046, 0.057314, -0.032001, 0.038870, -0.009897, 0.022521, -0.006740
0.002500, 0.158352, -0.079937, 0.058125, -0.033059, 0.040139, -0.010400, 0.023426, -0.007166
0.002550, 0.160438, -0.082864, 0.058952, -0.034130, 0.041417, -0.010917, 0.024345, -0.007610
0.002600, 0.162466, -0.085828, 0.059795, -0.035217, 0.042705, -0.011448, 0.025277, -0.008070
0.002650, 0.164435, -0.088827, 0.060654, -0.036318, 0.044002, -0.011992, 0.026222, -0.008548
0.002700, 0.166347, -0.091860, 0.061529, -0.037435, 0.045308, -0.012551, 0.027179, -0.009043
0.002750, 0.168198, -0.094925, 0.062420, -0.038568, 0.046623, -0.013124, 0.028149, -0.009555
0.002800, 0.169991, -0.098021, 0.063327, -0.039716, 0.047947, -0.013711, 0.029130, -0.010086
0.002850, 0.171722, -0.101148, 0.064249, -0.040880, 0.049278, -0.014313, 0.030123, -0.010635
0.002900, 0.173393, -0.104304, 0.065186, -0.042061, 0.050617, -0.014929, 0.031127, -0.011201
0.002950, 0.175003, -0.107488, 0.066138, -0.043259, 0.051964, -0.015559, 0.032142, -0.011787
0.003000, 0.176551, -0.110698, 0.067105, -0.044473, 0.053318, -0.016204, 0.033167, -0.012391
0.003050, 0.178037, -0.113935, 0.068085, -0.045705, 0.054679, -0.016864, 0.034202, -0.013014
0.003100, 0.179460, -0.117195, 0.069079, -0.046954, 0.056047, -0.017539, 0.035247, -0.013656
0.003150, 0.180820, -0.120479, 0.070086, -0.048221, 0.057421, -0.018229, 0.036301, -0.014317
0.003200, 0.182117, -0.123784, 0.071105, -0.049505, 0.058801, -0.018935, 0.037364, -0.014998
0.003250, 0.183350, -0.127111, 0.072135, -0.050808, 0.060187, -0.019655, 0.038436, -0.015698
0.003300, 0.184519, -0.130456, 0.073176, -0.052129, 0.061578, -0.020391, 0.039515, -0.016417
0.003350, 0.185624, -0.133821, 0.074228, -0.053469, 0.062975, -0.021143, 0.040603, -0.017156
0.003400, 0.186664, -0.137202, 0.075289, -0.054827, 0.064377, -0.021911, 0.041698, -0.017916
0.003450, 0.187639, -0.140599, 0.076358, -0.056204, 0.065784, -0.022694, 0.042800, -0.018695
0.003500, 0.188549, -0.144010, 0.077436, -0.057599, 0.067195, -0.023494, 0.043909, -0.019494
0.003550, 0.189394, -0.147435, 0.078521, -0.059014, 0.068610, -0.024310, 0.045024, -0.020313
0.003600, 0.190174, -0.150872, 0.079612, -0.060449, 0.070029, -0.025142, 0.046145, -0.021153
0.003650, 0.190888, -0.154319, 0.080708, -0.061902, 0.071452, -0.025992, 0.047271, -0.022013
0.003700, 0.191536, -0.157777, 0.081810, -0.063375, 0.072878, -0.026858, 0.048402, -0.022894
0.003750, 0.192119, -0.161242, 0.082915, -0.064867, 0.074307, -0.027741, 0.049539, -0.023795
0.003800, 0.192635, -0.164715, 0.084023, -0.066378, 0.075739, -0.028641, 0.050679, -0.024717
0.003850, 0.193086, -0.168194, 0.085133, -0.067909, 0.077173, -0.029558, 0.051824, -0.025659
0.003900, 0.193470, -0.171677, 0.086244, -0.069460, 0.078609, -0.030493, 0.052972, -0.026622
0.003950, 0.193789, -0.175163, 0.087356, -0.071030, 0.080047, -0.031446, 0.054123, -0.027606
0.004000, 0.194041, -0.178652, 0.088467, -0.072619, 0.081486, -0.032417, 0.055277, -0.028610
0.004050, 0.194228, -0.182141, 0.089576, -0.074228, 0.082927, -0.033406, 0.056433, -0.029636
0.004100, 0.194349, -0.185630, 0.090683, -0.075856, 0.084368, -0.034413, 0.057591, -0.030682
0.004150, 0.194403, -0.189118, 0.091787, -0.077504, 0.085810, -0.035439, 0.058751, -0.031749
0.004200, 0.194392, -0.192602, 0.092887, -0.079170, 0.087252, -0.036484, 0.059912, -0.032837
0.004250, 0.194316, -0.196083, 0.093982, -0.080856, 0.088694, -0.037547, 0.061073, -0.033946
0.004300, 0.194174, -0.199558, 0.095071, -0.082561, 0.090135, -0.038629, 0.062235, -0.035076
0.004350, 0.193967, -0.203026, 0.096153, -0.084285, 0.091575, -0.039731, 0.063397, -0.036226
0.004400, 0.193694, -0.206487, 0.097228, -0.086027, 0.093013, -0.040851, 0.064559, -0.037397
0.004450, 0.193357, -0.209939, 0.098294, -0.087788, 0.094450, -0.041992, 0.065720, -0.038589
0.004500, 0.192955, -0.213380, 0.099350, -0.089567, 0.095885, -0.043152, 0.066880, -0.039802
0.004550, 0.192489, -0.216810, 0.100396, -0.091364, 0.097317, -0.044332, 0.068038, -0.041036
0.004600, 0.191959, -0.220228, 0.101432, -0.093180, 0.098747, -0.045532, 0.069194, -0.042290
0.004650, 0.191365, -0.223632, 0.102455, -0.095013, 0.100173, -0.046752, 0.070348, -0.043565
0.004700, 0.190707, -0.227020, 0.103466, -0.096863, 0.101595, -0.047993, 0.071499, -0.044860
0.004750, 0.189987, -0.230393, 0.104463, -0.098731, 0.103013, -0.049254, 0.072647, -0.046175
0.004800, 0.189203, -0.233748, 0.105446, -0.100615, 0.104426, -0.050536, 0.073791, -0.047512
0.004850, 0.188358, -0.237085, 0.106413, -0.102516, 0.105834, -0.051838, 0.074932, -0.048868
0.004900, 0.187450, -0.240402, 0.107365, -0.104433, 0.107237, -0.053162, 0.076068, -0.050244
0.004950, 0.186482, -0.243698, 0.108300, -0.106367, 0.108634, -0.054506, 0.077200, -0.051641
0.005000, 0.185452, -0.246972, 0.109218, -0.108316, 0.110024, -0.055871, 0.078326, -0.053057
0.005050, 0.184361, -0.250223, 0.110118, -0.110280, 0.111408, -0.057258, 0.079448, -0.054494
0.005100, 0.183211, -0.253450, 0.110998, -0.112259, 0.112784, -0.058666, 0.080563, -0.055950
0.005150, 0.182001, -0.256652, 0.111859, -0.114253, 0.114152, -0.060095, 0.081673, -0.057425
0.005200, 0.180732, -0.259827, 0.112700, -0.116261, 0.115512, -0.061546, 0.082776, -0.058920
0.005250, 0.179405, -0.262975, 0.113520, -0.118282, 0.116863, -0.063018, 0.083872, -0.060435
0.005300, 0.178020, -0.266095, 0.114318, -0.120317, 0.118204, -0.064512, 0.084961, -0.061968
0.005350, 0.176578, -0.269185, 0.115094, -0.122365, 0.119536, -0.066028, 0.086042, -0.063521
0.005400, 0.175080, -0.272244, 0.115848, -0.124425, 0.120857, -0.067565, 0.087116, -0.065092
0.005450, 0.173525, -0.275271, 0.116577, -0.126498, 0.122168, -0.069124, 0.088181, -0.066683
0.005500, 0.171915, -0.278266, 0.117283, -0.128582, 0.123467, -0.070705, 0.089238, -0.068291
0.005550, 0.170251, -0.281228, 0.117964, -0.130677, 0.124754, -0.072307, 0.090286, -0.069918
0.005600, 0.168532, -0.284154, 0.118619, -0.132782, 0.126028, -0.073931, 0.091325, -0.071563
0.005650, 0.166761, -0.287045, 0.119249, -0.134898, 0.127290, -0.075577, 0.092354, -0.073226
0.005700, 0.164936, -0.289900, 0.119852, -0.137024, 0.128538, -0.077244, 0.093373, -0.074907
0.005750, 0.163061, -0.292716, 0.120429, -0.139158, 0.129772, -0.078933, 0.094382, -0.076605
0.005800, 0.161134, -0.295495, 0.120978, -0.141301, 0.130991, -0.080643, 0.095380, -0.078320
0.005850, 0.159157, -0.298234, 0.121500, -0.143452, 0.132195, -0.082375, 0.096368, -0.080053
0.005900, 0.157131, -0.300932, 0.121993, -0.145611, 0.133383, -0.084128, 0.097344, -0.081802
0.005950, 0.155056, -0.303590, 0.122458, -0.147777, 0.134555, -0.085902, 0.098309, -0.083568
0.006000, 0.152934, -0.306205, 0.122893, -0.149949, 0.135710, -0.087698, 0.099262, -0.085351
0.006050, 0.150764, -0.308778, 0.123299, -0.152127, 0.136848, -0.089515, 0.100203, -0.087150
0.006100, 0.148549, -0.311307, 0.123675, -0.154310, 0.137967, -0.091352, 0.101131, -0.088964
0.006150, 0.146289, -0.313791, 0.124020, -0.156498, 0.139068, -0.093210, 0.102047, -0.090794
0.006200, 0.143984, -0.316230, 0.124335, -0.158691, 0.140150, -0.095089, 0.102951, -0.092640
0.006250, 0.141636, -0.318623, 0.124619, -0.160886, 0.141213, -0.096988, 0.103840, -0.094501
0.006300, 0.139245, -0.320969, 0.124872, -0.163085, 0.142255, -0.098908, 0.104717, -0.096377
0.006350, 0.136813, -0.323267, 0.125093, -0.165286, 0.143276, -0.100847, 0.105579, -0.098267
0.006400, 0.134340, -0.325517, 0.125282, -0.167489, 0.144276, -0.102806, 0.106428, -0.100172
0.006450, 0.131828, -0.327718, 0.125439, -0.169693, 0.145254, -0.104784, 0.107263, -0.102090
0.006500, 0.129277, -0.329869, 0.125563, -0.171898, 0.146210, -0.106782, 0.108082, -0.104023
0.006550, 0.126689, -0.331969, 0.125655, -0.174103, 0.147143, -0.108799, 0.108888, -0.105969
0.006600, 0.124064, -0.334019, 0.125714, -0.176307, 0.148052, -0.110834, 0.109678, -0.107928
0.006650, 0.121403, -0.336017, 0.125740, -0.178510, 0.148937, -0.112888, 0.110453, -0.109900
0.006700, 0.118708, -0.337962, 0.125733, -0.180710, 0.149798, -0.114960, 0.111212, -0.111885
0.006750, 0.115979, -0.339854, 0.125693, -0.182909, 0.150633, -0.117049, 0.111956, -0.113882
0.006800, 0.113217, -0.341693, 0.125619, -0.185104, 0.151443, -0.119156, 0.112684, -0.115891
0.006850, 0.110424, -0.343478, 0.125511, -0.187295, 0.152227, -0.121280, 0.113396, -0.117911
0.006900, 0.107600, -0.345209, 0.125370, -0.189482, 0.152984, -0.123421, 0.114092, -0.119943
0.006950, 0.104747, -0.346884, 0.125194, -0.191664, 0.153714, -0.125578, 0.114771, -0.121986
0.007000, 0.101866, -0.348504, 0.124985, -0.193841, 0.154416, -0.127751, 0.115433, -0.124040
0.007050, 0.098957, -0.350067, 0.124742, -0.196011, 0.155089, -0.129939, 0.116079, -0.126104
0.007100, 0.096022, -0.351574, 0.124465, -0.198174, 0.155735, -0.132142, 0.116707, -0.128178
0.007150, 0.093062, -0.353024, 0.124154, -0.200329, 0.156351, -0.134360, 0.117319, -0.130262
0.007200, 0.090078, -0.354417, 0.123810, -0.202476, 0.156937, -0.136592, 0.117913, -0.132356
0.007250, 0.087071, -0.355752, 0.123431, -0.204615, 0.157493, -0.138838, 0.118489, -0.134458
0.007300, 0.084043, -0.357029, 0.123018, -0.206744, 0.158019, -0.141097, 0.119048, -0.136569
0.007350, 0.080994, -0.358247, 0.122571, -0.208863, 0.158514, -0.143369, 0.119589, -0.138688
0.007400, 0.077925, -0.359407, 0.122090, -0.210971, 0.158977, -0.145653, 0.120112, -0.140816
0.007450, 0.074838, -0.360507, 0.121576, -0.213067, 0.159409, -0.147948, 0.120617, -0.142951
0.007500, 0.071733, -0.361548, 0.121028, -0.215152, 0.159808, -0.150255, 0.121104, -0.145094
0.007550, 0.068612, -0.362530, 0.120446, -0.217224, 0.160174, -0.152572, 0.121572, -0.147243
0.007600, 0.065477, -0.363452, 0.119831, -0.219283, 0.160508, -0.154899, 0.122022, -0.149399
0.007650, 0.062327, -0.364313, 0.119183, -0.221328, 0.160808, -0.157236, 0.122454, -0.151562
0.007700, 0.059165, -0.365115, 0.118502, -0.223359, 0.161074, -0.159581, 0.122867, -0.153730
0.007750, 0.055992, -0.365855, 0.117787, -0.225375, 0.161306, -0.161935, 0.123261, -0.155904
0.007800, 0.052808, -0.366536, 0.117040, -0.227374, 0.161504, -0.164296, 0.123636, -0.158083
0.007850, 0.049614, -0.367155, 0.116261, -0.229358, 0.161666, -0.166665, 0.123992, -0.160267
0.007900, 0.046413, -0.367714, 0.115449, -0.231325, 0.161794, -0.169040, 0.124330, -0.162455
0.007950, 0.043204, -0.368212, 0.114605, -0.233274, 0.161886, -0.171421, 0.124648, -0.164647
0.008000, 0.039990, -0.368649, 0.113729, -0.235205, 0.161942, -0.173807, 0.124948, -0.166844
0.008050, 0.036772, -0.369025, 0.112821, -0.237118, 0.161962, -0.176197, 0.125228, -0.169043
0.008100, 0.033549, -0.369339, 0.111882, -0.239012, 0.161947, -0.178591, 0.125489, -0.171246
0.008150, 0.030325, -0.369593, 0.110912, -0.240885, 0.161894, -0.180989, 0.125731, -0.173451
0.008200, 0.027099, -0.369786, 0.109912, -0.242739, 0.161805, -0.183389, 0.125953, -0.175659
0.008250, 0.023873, -0.369918, 0.108881, -0.244571, 0.161679, -0.185791, 0.126156, -0.177868
0.008300, 0.020649, -0.369989, 0.107820, -0.246382, 0.161515, -0.188194, 0.126340, -0.180079
0.008350, 0.017426, -0.369999, 0.106729, -0.248171, 0.161314, -0.190597, 0.126505, -0.182292
0.008400, 0.014207, -0.369948, 0.105608, -0.249938, 0.161076, -0.193000, 0.126647, -0.184505
0.008450, 0.010993, -0.369837, 0.104459, -0.251681, 0.160800, -0.195402, 0.126761, -0.186718
0.008500, 0.007784, -0.369666, 0.103281, -0.253401, 0.160486, -0.197803, 0.126844, -0.188931
0.008550, 0.004582, -0.369434, 0.102075, -0.255097, 0.160134, -0.200201, 0.126892, -0.191144
0.008600, 0.001389, -0.369142, 0.100841, -0.256768, 0.159745, -0.202596, 0.126904, -0.193355
0.008650, -0.001796, -0.368790, 0.099579, -0.258414, 0.159317, -0.204987, 0.126878, -0.195563
0.008700, -0.004971, -0.368379, 0.098290, -0.260035, 0.158850, -0.207373, 0.126814, -0.197769
0.008750, -0.008134, -0.367909, 0.096975, -0.261630, 0.158346, -0.209754, 0.126710, -0.199971
0.008800, -0.011285, -0.367379, 0.095634, -0.263198, 0.157803, -0.212129, 0.126566, -0.202169
0.008850, -0.014423, -0.366791, 0.094266, -0.264739, 0.157222, -0.214497, 0.126383, -0.204361
0.008900, -0.017546, -0.366144, 0.092874, -0.266252, 0.156603, -0.216857, 0.126159, -0.206548
0.008950, -0.020653, -0.365439, 0.091457, -0.267738, 0.155945, -0.219209, 0.125894, -0.208728
0.009000, -0.023743, -0.364677, 0.090016, -0.269195, 0.155249, -0.221552, 0.125590, -0.210900
0.009050, -0.026816, -0.363857, 0.088551, -0.270624, 0.154514, -0.223886, 0.125245, -0.213065
0.009100, -0.029870, -0.362980, 0.087062, -0.272023, 0.153742, -0.226208, 0.124860, -0.215220
0.009150, -0.032903, -0.362047, 0.085551, -0.273393, 0.152931, -0.228519, 0.124435, -0.217366
0.009200, -0.035916, -0.361058, 0.084018, -0.274733, 0.152083, -0.230818, 0.123970, -0.219501
0.009250, -0.038907, -0.360013, 0.082463, -0.276043, 0.151196, -0.233104, 0.123465, -0.221625
0.009300, -0.041875, -0.358912, 0.080886, -0.277321, 0.150272, -0.235377, 0.122921, -0.223738
0.009350, -0.044819, -0.357758, 0.079289, -0.278569, 0.149310, -0.237635, 0.122338, -0.225837
0.009400, -0.047737, -0.356549, 0.077673, -0.279785, 0.148311, -0.239878, 0.121717, -0.227924
0.009450, -0.050630, -0.355286, 0.076036, -0.280970, 0.147274, -0.242105, 0.121056, -0.229996
0.009500, -0.053496, -0.353970, 0.074381, -0.282122, 0.146201, -0.244315, 0.120358, -0.232054
0.009550, -0.056333, -0.352602, 0.072707, -0.283242, 0.145090, -0.246509, 0.119621, -0.234096
0.009600, -0.059142, -0.351182, 0.071016, -0.284329, 0.143943, -0.248684, 0.118847, -0.236122
0.009650, -0.061921, -0.349711, 0.069307, -0.285383, 0.142760, -0.250840, 0.118035, -0.238131
0.009700, -0.064669, -0.348189, 0.067582, -0.286404, 0.141541, -0.252976, 0.117187, -0.240122
0.009750, -0.067385, -0.346617, 0.065841, -0.287391, 0.140285, -0.255093, 0.116302, -0.242096
0.009800, -0.070069, -0.344995, 0.064084, -0.288344, 0.138995, -0.257188, 0.115381, -0.244050
0.009850, -0.072719, -0.343325, 0.062313, -0.289263, 0.137669, -0.259261, 0.114424, -0.245985
0.009900, -0.075335, -0.341607, 0.060528, -0.290148, 0.136308, -0.261312, 0.113432, -0.247900
0.009950, -0.077915, -0.339841, 0.058729, -0.290998, 0.134913, -0.263340, 0.112404, -0.249794
0.010000, -0.080460, -0.338029, 0.056917, -0.291813, 0.133484, -0.265344, 0.111343, -0.251667
0.010050, -0.082967, -0.336171, 0.055093, -0.292594, 0.132021, -0.267324, 0.110247, -0.253517
0.010100, -0.085437, -0.334268, 0.053258, -0.293339, 0.130525, -0.269278, 0.109118, -0.255345
0.010150, -0.087868, -0.332320, 0.051411, -0.294049, 0.128996, -0.271206, 0.107955, -0.257149
0.010200, -0.090259, -0.330329, 0.049555, -0.294723, 0.127434, -0.273108, 0.106760, -0.258930
0.010250, -0.092610, -0.328295, 0.047688, -0.295361, 0.125841, -0.274983, 0.105532, -0.260686
0.010300, -0.094921, -0.326219, 0.045813, -0.295964, 0.124216, -0.276830, 0.104273, -0.262417
0.010350, -0.097190, -0.324102, 0.043929, -0.296530, 0.122559, -0.278648, 0.102983, -0.264122
0.010400, -0.099416, -0.321945, 0.042038, -0.297061, 0.120873, -0.280437, 0.101662, -0.265801
0.010450, -0.101599, -0.319748, 0.040139, -0.297555, 0.119156, -0.282196, 0.100311, -0.267453
0.010500, -0.103739, -0.317512, 0.038234, -0.298013, 0.117409, -0.283925, 0.098930, -0.269078
0.010550, -0.105834, -0.315239, 0.036324, -0.298435, 0.115634, -0.285623, 0.097520, -0.270675
0.010600, -0.107883, -0.312928, 0.034408, -0.298820, 0.113830, -0.287289, 0.096082, -0.272244
0.010650, -0.109887, -0.310582, 0.032489, -0.299169, 0.111998, -0.288924, 0.094616, -0.273784
0.010700, -0.111845, -0.308201, 0.030565, -0.299481, 0.110139, -0.290525, 0.093122, -0.275295
0.010750, -0.113755, -0.305785, 0.028638, -0.299756, 0.108253, -0.292094, 0.091602, -0.276776
0.010800, -0.115618, -0.303336, 0.026709, -0.299995, 0.106341, -0.293628, 0.090055, -0.278226
0.010850, -0.117433, -0.300855, 0.024779, -0.300198, 0.104403, -0.295128, 0.088483, -0.279646
0.010900, -0.119199, -0.298342, 0.022847, -0.300364, 0.102441, -0.296594, 0.086886, -0.281035
0.010950, -0.120916, -0.295799, 0.020915, -0.300493, 0.100454, -0.298024, 0.085265, -0.282392
0.011000, -0.122582, -0.293227, 0.018983, -0.300586, 0.098443, -0.299418, 0.083620, -0.283717
0.011050, -0.124199, -0.290626, 0.017053, -0.300642, 0.096410, -0.300776, 0.081951, -0.285009
0.011100, -0.125765, -0.287997, 0.015123, -0.300662, 0.094354, -0.302097, 0.080261, -0.286269
0.011150, -0.127279, -0.285342, 0.013197, -0.300646, 0.092276, -0.303381, 0.078548, -0.287495
0.011200, -0.128742, -0.282661, 0.011273, -0.300593, 0.090178, -0.304627, 0.076814, -0.288688
0.011250, -0.130152, -0.279956, 0.009353, -0.300504, 0.088059, -0.305835, 0.075060, -0.289847
0.011300, -0.131511, -0.277227, 0.007437, -0.300379, 0.085921, -0.307005, 0.073286, -0.290971
0.011350, -0.132816, -0.274476, 0.005526, -0.300218, 0.083764, -0.308135, 0.071492, -0.292061
0.011400, -0.134068, -0.271703, 0.003621, -0.300022, 0.081588, -0.309227, 0.069681, -0.293116
0.011450, -0.135266, -0.268910, 0.001722, -0.299789, 0.079396, -0.310279, 0.067851, -0.294135
0.011500, -0.136411, -0.266097, -0.000170, -0.299521, 0.077186, -0.311291, 0.066004, -0.295119
0.011550, -0.137501, -0.263266, -0.002054, -0.299218, 0.074961, -0.312262, 0.064141, -0.296067
0.011600, -0.138536, -0.260418, -0.003930, -0.298880, 0.072720, -0.313193, 0.062262, -0.296979
0.011650, -0.139517, -0.257553, -0.005797, -0.298507, 0.070466, -0.314083, 0.060368, -0.297855
0.011700, -0.140443, -0.254673, -0.007655, -0.298099, 0.068197, -0.314932, 0.058459, -0.298694
0.011750, -0.141314, -0.251778, -0.009503, -0.297656, 0.065916, -0.315739, 0.056537, -0.299495
0.011800, -0.142129, -0.248871, -0.011340, -0.297180, 0.063622, -0.316505, 0.054602, -0.300260
0.011850, -0.142888, -0.245952, -0.013165, -0.296669, 0.061318, -0.317229, 0.052655, -0.300988
0.011900, -0.143592, -0.243021, -0.014979, -0.296124, 0.059002, -0.317910, 0.050696, -0.301678
0.011950, -0.144239, -0.240081, -0.016780, -0.295546, 0.056677, -0.318549, 0.048726, -0.302330
0.012000, -0.144831, -0.237131, -0.018568, -0.294935, 0.054344, -0.319146, 0.046746, -0.302945
0.012050, -0.145366, -0.234174, -0.020342, -0.294290, 0.052002, -0.319699, 0.044757, -0.303522
0.012100, -0.145845, -0.231210, -0.022101, -0.293613, 0.049652, -0.320210, 0.042760, -0.304060
0.012150, -0.146268, -0.228240, -0.023846, -0.292904, 0.047297, -0.320678, 0.040754, -0.304560
0.012200, -0.146634, -0.225266, -0.025575, -0.292162, 0.044935, -0.321103, 0.038741, -0.305022
0.012250, -0.146944, -0.222288, -0.027287, -0.291389, 0.042569, -0.321484, 0.036722, -0.305446
0.012300, -0.147197, -0.219308, -0.028983, -0.290584, 0.040198, -0.321822, 0.034697, -0.305831
0.012350, -0.147394, -0.216326, -0.030662, -0.289749, 0.037825, -0.322117, 0.032667, -0.306177
0.012400, -0.147535, -0.213344, -0.032323, -0.288882, 0.035449, -0.322368, 0.030633, -0.306485
0.012450, -0.147619, -0.210362, -0.033965, -0.287986, 0.033071, -0.322575, 0.028595, -0.306755
0.012500, -0.147647, -0.207382, -0.035589, -0.287059, 0.030693, -0.322739, 0.026555, -0.306985
0.012550, -0.147619, -0.204405, -0.037193, -0.286103, 0.028314, -0.322860, 0.024512, -0.307177
0.012600, -0.147535, -0.201432, -0.038777, -0.285118, 0.025937, -0.322937, 0.022468, -0.307330
0.012650, -0.147395, -0.198464, -0.040341, -0.284104, 0.023561, -0.322970, 0.020424, -0.307445
0.012700, -0.147199, -0.195502, -0.041883, -0.283062, 0.021188, -0.322960, 0.018379, -0.307521
0.012750, -0.146948, -0.192547, -0.043404, -0.281992, 0.018817, -0.322907, 0.016336, -0.307558
0.012800, -0.146641, -0.189599, -0.044903, -0.280894, 0.016452, -0.322810, 0.014294, -0.307557
0.012850, -0.146280, -0.186661, -0.046379, -0.279769, 0.014091, -0.322670, 0.012254, -0.307517
0.012900, -0.145863, -0.183733, -0.047833, -0.278618, 0.011735, -0.322487, 0.010218, -0.307439
0.012950, -0.145392, -0.180816, -0.049263, -0.277441, 0.009387, -0.322261, 0.008185, -0.307323
0.013000, -0.144866, -0.177912, -0.050669, -0.276238, 0.007046, -0.321992, 0.006157, -0.307169
0.013050, -0.144286, -0.175020, -0.052050, -0.275010, 0.004713, -0.321680, 0.004134, -0.306976
