time,v_d_ideal,v_q_ideal,v_d_notch,v_q_notch,v_d_ddrrf,v_q_ddrrf,v_d_ama,v_q_ama
0.000000, 0.000000, 0.000000, 0.013082, 0.000000, 0.000658, 0.000000, 0.000081, 0.000000
0.000050, 0.000000, 0.000000, 0.034736, 0.000493, 0.001955, 0.000024, 0.000303, 0.000003
0.000100, 0.000000, 0.000000, 0.048646, 0.001802, 0.003217, 0.000097, 0.000627, 0.000014
0.000150, 0.000000, 0.000000, 0.057018, 0.003634, 0.004442, 0.000215, 0.001025, 0.000038
0.000200, 0.000000, 0.000000, 0.061454, 0.005781, 0.005629, 0.000377, 0.001475, 0.000077
0.000250, 0.000000, 0.000000, 0.063116, 0.008093, 0.006778, 0.000582, 0.001964, 0.000132
0.000300, 0.000000, 0.000000, 0.062846, 0.010466, 0.007888, 0.000826, 0.002479, 0.000206
0.000350, 0.000000, 0.000000, 0.061253, 0.012827, 0.008959, 0.001108, 0.003012, 0.000299
0.000400, 0.000000, 0.000000, 0.058777, 0.015127, 0.009990, 0.001427, 0.003556, 0.000413
0.000450, 0.000000, 0.000000, 0.055734, 0.017331, 0.010980, 0.001779, 0.004107, 0.000547
0.000500, 0.000000, 0.000000, 0.052349, 0.019419, 0.011930, 0.002164, 0.004661, 0.000701
0.000550, 0.000000, 0.000000, 0.048785, 0.021379, 0.012839, 0.002579, 0.005214, 0.000876
0.000600, 0.000000, 0.000000, 0.045155, 0.023202, 0.013707, 0.003023, 0.005765, 0.001072
0.000650, 0.000000, 0.000000, 0.041540, 0.024888, 0.014533, 0.003493, 0.006310, 0.001289
0.000700, 0.000000, 0.000000, 0.037993, 0.026436, 0.015318, 0.003989, 0.006850, 0.001525
0.000750, 0.000000, 0.000000, 0.034552, 0.027849, 0.016061, 0.004507, 0.007382, 0.001783
0.000800, 0.000000, 0.000000, 0.031241, 0.029131, 0.016763, 0.005046, 0.007905, 0.002060
0.000850, 0.000000, 0.000000, 0.028075, 0.030288, 0.017424, 0.005605, 0.008418, 0.002356
0.000900, 0.000000, 0.000000, 0.025062, 0.031325, 0.018043, 0.006181, 0.008921, 0.002672
0.000950, 0.000000, 0.000000, 0.022206, 0.032247, 0.018621, 0.006774, 0.009411, 0.003006
0.001000, 0.000000, 0.000000, 0.019506, 0.033061, 0.019159, 0.007381, 0.009889, 0.003358
0.001050, 0.000000, 0.000000, 0.016961, 0.033773, 0.019655, 0.008001, 0.010354, 0.003729
0.001100, 0.000000, 0.000000, 0.014566, 0.034388, 0.020112, 0.008632, 0.010804, 0.004116
0.001150, 0.000000, 0.000000, 0.012318, 0.034913, 0.020528, 0.009272, 0.011240, 0.004521
0.001200, 0.000000, 0.000000, 0.010210, 0.035352, 0.020905, 0.009921, 0.011660, 0.004941
0.001250, 0.000000, 0.000000, 0.008237, 0.035712, 0.021243, 0.010576, 0.012064, 0.005377
0.001300, 0.000000, 0.000000, 0.006394, 0.035997, 0.021542, 0.011236, 0.012451, 0.005828
0.001350, 0.000000, 0.000000, 0.004673, 0.036212, 0.021803, 0.011900, 0.012821, 0.006293
0.001400, 0.000000, 0.000000, 0.003069, 0.036363, 0.022027, 0.012567, 0.013174, 0.006772
0.001450, 0.000000, 0.000000, 0.001576, 0.036452, 0.022213, 0.013234, 0.013508, 0.007264
0.001500, 0.000000, 0.000000, 0.000189, 0.036486, 0.022364, 0.013901, 0.013823, 0.007768
0.001550, 0.000000, 0.000000, -0.001099, 0.036467, 0.022478, 0.014567, 0.014120, 0.008283
0.001600, 0.000000, 0.000000, -0.002291, 0.036400, 0.022558, 0.015230, 0.014396, 0.008809
0.001650, 0.000000, 0.000000, -0.003395, 0.036288, 0.022604, 0.015888, 0.014653, 0.009346
0.001700, 0.000000, 0.000000, -0.004414, 0.036134, 0.022616, 0.016542, 0.014889, 0.009891
0.001750, 0.000000, 0.000000, -0.005353, 0.035942, 0.022595, 0.017190, 0.015104, 0.010445
0.001800, 0.000000, 0.000000, -0.006216, 0.035714, 0.022542, 0.017830, 0.015299, 0.011007
0.001850, 0.000000, 0.000000, -0.007009, 0.035455, 0.022459, 0.018463, 0.015472, 0.011576
0.001900, 0.000000, 0.000000, -0.007734, 0.035165, 0.022344, 0.019086, 0.015623, 0.012151
0.001950, 0.000000, 0.000000, -0.008396, 0.034849, 0.022201, 0.019699, 0.015753, 0.012731
0.002000, 0.000000, 0.000000, -0.008998, 0.034508, 0.022029, 0.020301, 0.015861, 0.013316
0.002050, 0.000000, 0.000000, -0.009545, 0.034144, 0.021829, 0.020891, 0.015946, 0.013904
0.002100, 0.000000, 0.000000, -0.010039, 0.033760, 0.021602, 0.021468, 0.016010, 0.014495
0.002150, 0.000000, 0.000000, -0.010483, 0.033358, 0.021350, 0.022033, 0.016051, 0.015088
0.002200, 0.000000, 0.000000, -0.010880, 0.032939, 0.021072, 0.022583, 0.016070, 0.015683
0.002250, 0.000000, 0.000000, -0.011234, 0.032505, 0.020770, 0.023118, 0.016066, 0.016277
0.002300, 0.000000, 0.000000, -0.011547, 0.032059, 0.020445, 0.023637, 0.016040, 0.016871
0.002350, 0.000000, 0.000000, -0.011821, 0.031601, 0.020098, 0.024141, 0.015991, 0.017464
0.002400, 0.000000, 0.000000, -0.012059, 0.031133, 0.019730, 0.024628, 0.015921, 0.018054
0.002450, 0.000000, 0.000000, -0.012263, 0.030656, 0.019341, 0.025098, 0.015828, 0.018641
0.002500, 0.000000, 0.000000, -0.012436, 0.030172, 0.018933, 0.025551, 0.015713, 0.019225
0.002550, 0.000000, 0.000000, -0.012579, 0.029682, 0.018507, 0.025985, 0.015576, 0.019803
0.002600, 0.000000, 0.000000, -0.012694, 0.029187, 0.018063, 0.026401, 0.015417, 0.020376
0.002650, 0.000000, 0.000000, -0.012784, 0.028688, 0.017603, 0.026798, 0.015237, 0.020943
0.002700, 0.000000, 0.000000, -0.012849, 0.028186, 0.017127, 0.027176, 0.015036, 0.021502
0.002750, 0.000000, 0.000000, -0.012893, 0.027681, 0.016636, 0.027534, 0.014813, 0.022053
0.002800, 0.000000, 0.000000, -0.012915, 0.027176, 0.016131, 0.027873, 0.014570, 0.022596
0.002850, 0.000000, 0.000000, -0.012918, 0.026670, 0.015614, 0.028192, 0.014307, 0.023129
0.002900, 0.000000, 0.000000, -0.012904, 0.026164, 0.015085, 0.028491, 0.014024, 0.023652
0.002950, 0.000000, 0.000000, -0.012872, 0.025659, 0.014545, 0.028769, 0.013721, 0.024164
0.003000, 0.000000, 0.000000, -0.012825, 0.025156, 0.013995, 0.029028, 0.013400, 0.024664
0.003050, 0.000000, 0.000000, -0.012765, 0.024654, 0.013436, 0.029265, 0.013059, 0.025151
0.003100, 0.000000, 0.000000, -0.012691, 0.024156, 0.012868, 0.029482, 0.012701, 0.025626
0.003150, 0.000000, 0.000000, -0.012605, 0.023660, 0.012294, 0.029679, 0.012325, 0.026086
0.003200, 0.000000, 0.000000, -0.012508, 0.023168, 0.011712, 0.029855, 0.011932, 0.026532
0.003250, 0.000000, 0.000000, -0.012401, 0.022680, 0.011125, 0.030010, 0.011522, 0.026963
0.003300, 0.000000, 0.000000, -0.012284, 0.022197, 0.010533, 0.030145, 0.011096, 0.027378
0.003350, 0.000000, 0.000000, -0.012160, 0.021718, 0.009937, 0.030259, 0.010655, 0.027777
0.003400, 0.000000, 0.000000, -0.012028, 0.021244, 0.009338, 0.030353, 0.010200, 0.028159
0.003450, 0.000000, 0.000000, -0.011888, 0.020776, 0.008737, 0.030427, 0.009730, 0.028523
0.003500, 0.000000, 0.000000, -0.011743, 0.020313, 0.008134, 0.030481, 0.009247, 0.028870
0.003550, 0.000000, 0.000000, -0.011592, 0.019856, 0.007530, 0.030515, 0.008751, 0.029198
0.003600, 0.000000, 0.000000, -0.011437, 0.019405, 0.006926, 0.030530, 0.008243, 0.029507
0.003650, 0.000000, 0.000000, -0.011277, 0.018960, 0.006322, 0.030525, 0.007724, 0.029796
0.003700, 0.000000, 0.000000, -0.011113, 0.018522, 0.005720, 0.030501, 0.007194, 0.030066
0.003750, 0.000000, 0.000000, -0.010946, 0.018090, 0.005119, 0.030458, 0.006655, 0.030316
0.003800, 0.000000, 0.000000, -0.010775, 0.017664, 0.004522, 0.030396, 0.006106, 0.030545
0.003850, 0.000000, 0.000000, -0.010603, 0.017246, 0.003927, 0.030316, 0.005549, 0.030754
0.003900, 0.000000, 0.000000, -0.010429, 0.016834, 0.003337, 0.030218, 0.004985, 0.030941
0.003950, 0.000000, 0.000000, -0.010253, 0.016429, 0.002751, 0.030102, 0.004414, 0.031107
0.004000, 0.000000, 0.000000, -0.010075, 0.016031, 0.002170, 0.029969, 0.003837, 0.031251
0.004050, 0.000000, 0.000000, -0.009897, 0.015640, 0.001595, 0.029820, 0.003256, 0.031374
0.004100, 0.000000, 0.000000, -0.009718, 0.015255, 0.001026, 0.029653, 0.002670, 0.031474
0.004150, 0.000000, 0.000000, -0.009539, 0.014878, 0.000464, 0.029471, 0.002080, 0.031552
0.004200, 0.000000, 0.000000, -0.009360, 0.014508, -0.000091, 0.029272, 0.001488, 0.031608
0.004250, 0.000000, 0.000000, -0.009181, 0.014145, -0.000638, 0.029059, 0.000895, 0.031642
0.004300, 0.000000, 0.000000, -0.009002, 0.013789, -0.001177, 0.028830, 0.000300, 0.031653
0.004350, 0.000000, 0.000000, -0.008824, 0.013440, -0.001707, 0.028587, -0.000294, 0.031642
0.004400, 0.000000, 0.000000, -0.008647, 0.013098, -0.002229, 0.028330, -0.000888, 0.031609
0.004450, 0.000000, 0.000000, -0.008471, 0.012763, -0.002740, 0.028060, -0.001480, 0.031553
0.004500, 0.000000, 0.000000, -0.008296, 0.012434, -0.003242, 0.027776, -0.002069, 0.031475
0.004550, 0.000000, 0.000000, -0.008123, 0.012113, -0.003734, 0.027480, -0.002655, 0.031374
0.004600, 0.000000, 0.000000, -0.007951, 0.011798, -0.004215, 0.027171, -0.003237, 0.031252
0.004650, 0.000000, 0.000000, -0.007780, 0.011490, -0.004685, 0.026851, -0.003814, 0.031108
0.004700, 0.000000, 0.000000, -0.007612, 0.011189, -0.005144, 0.026520, -0.004384, 0.030942
0.004750, 0.000000, 0.000000, -0.007445, 0.010894, -0.005592, 0.026178, -0.004949, 0.030755
0.004800, 0.000000, 0.000000, -0.007280, 0.010605, -0.006028, 0.025826, -0.005506, 0.030546
0.004850, 0.000000, 0.000000, -0.007117, 0.010323, -0.006452, 0.025464, -0.006054, 0.030317
0.004900, 0.000000, 0.000000, -0.006956, 0.010048, -0.006863, 0.025093, -0.006594, 0.030067
0.004950, 0.000000, 0.000000, -0.006797, 0.009779, -0.007263, 0.024713, -0.007123, 0.029797
0.005000, 0.000000, 0.000000, -0.006641, 0.009515, -0.007650, 0.024325, -0.007643, 0.029508
0.005050, 0.000000, 0.000000, -0.006487, 0.009258, -0.008024, 0.023929, -0.008151, 0.029199
0.005100, 0.000000, 0.000000, -0.006335, 0.009007, -0.008385, 0.023526, -0.008646, 0.028871
0.005150, 0.000000, 0.000000, -0.006185, 0.008762, -0.008733, 0.023116, -0.009130, 0.028524
0.005200, 0.000000, 0.000000, -0.006038, 0.008523, -0.009069, 0.022700, -0.009599, 0.028160
0.005250, 0.000000, 0.000000, -0.005893, 0.008289, -0.009391, 0.022278, -0.010055, 0.027778
0.005300, 0.000000, 0.000000, -0.005751, 0.008061, -0.009700, 0.021851, -0.010496, 0.027379
0.005350, 0.000000, 0.000000, -0.005611, 0.007839, -0.009995, 0.021419, -0.010922, 0.026964
0.005400, 0.000000, 0.000000, -0.005474, 0.007622, -0.010278, 0.020982, -0.011332, 0.026534
0.005450, 0.000000, 0.000000, -0.005339, 0.007410, -0.010547, 0.020542, -0.011725, 0.026088
0.005500, 0.000000, 0.000000, -0.005207, 0.007203, -0.010802, 0.020098, -0.012101, 0.025627
0.005550, 0.000000, 0.000000, -0.005077, 0.007002, -0.011045, 0.019652, -0.012459, 0.025153
0.005600, 0.000000, 0.000000, -0.004949, 0.006806, -0.011274, 0.019203, -0.012800, 0.024665
0.005650, 0.000000, 0.000000, -0.004825, 0.006614, -0.011490, 0.018752, -0.013122, 0.024165
0.005700, 0.000000, 0.000000, -0.004702, 0.006428, -0.011692, 0.018299, -0.013424, 0.023654
0.005750, 0.000000, 0.000000, -0.004582, 0.006246, -0.011882, 0.017845, -0.013707, 0.023131
0.005800, 0.000000, 0.000000, -0.004465, 0.006069, -0.012058, 0.017390, -0.013971, 0.022598
0.005850, 0.000000, 0.000000, -0.004349, 0.005896, -0.012222, 0.016935, -0.014214, 0.022055
0.005900, 0.000000, 0.000000, -0.004237, 0.005728, -0.012372, 0.016481, -0.014436, 0.021504
0.005950, 0.000000, 0.000000, -0.004126, 0.005564, -0.012510, 0.016026, -0.014637, 0.020945
0.006000, 0.000000, 0.000000, -0.004018, 0.005405, -0.012636, 0.015572, -0.014818, 0.020378
0.006050, 0.000000, 0.000000, -0.003913, 0.005250, -0.012749, 0.015120, -0.014976, 0.019805
0.006100, 0.000000, 0.000000, -0.003809, 0.005098, -0.012849, 0.014669, -0.015113, 0.019226
0.006150, 0.000000, 0.000000, -0.003708, 0.004951, -0.012938, 0.014220, -0.015228, 0.018643
0.006200, 0.000000, 0.000000, -0.003610, 0.004808, -0.013015, 0.013774, -0.015322, 0.018056
0.006250, 0.000000, 0.000000, -0.003513, 0.004668, -0.013079, 0.013330, -0.015392, 0.017466
0.006300, 0.000000, 0.000000, -0.003419, 0.004533, -0.013133, 0.012889, -0.015441, 0.016873
0.006350, 0.000000, 0.000000, -0.003327, 0.004401, -0.013175, 0.012452, -0.015467, 0.016279
0.006400, 0.000000, 0.000000, -0.003237, 0.004272, -0.013206, 0.012018, -0.015471, 0.015685
0.006450, 0.000000, 0.000000, -0.003149, 0.004147, -0.013226, 0.011588, -0.015452, 0.015090
0.006500, 0.000000, 0.000000, -0.003063, 0.004026, -0.013235, 0.011162, -0.015411, 0.014497
0.006550, 0.000000, 0.000000, -0.002979, 0.003907, -0.013234, 0.010741, -0.015348, 0.013906
0.006600, 0.000000, 0.000000, -0.002897, 0.003792, -0.013222, 0.010324, -0.015262, 0.013318
0.006650, 0.000000, 0.000000, -0.002817, 0.003680, -0.013201, 0.009913, -0.015155, 0.012733
0.006700, 0.000000, 0.000000, -0.002739, 0.003571, -0.013169, 0.009507, -0.015025, 0.012153
0.006750, 0.000000, 0.000000, -0.002663, 0.003466, -0.013129, 0.009106, -0.014873, 0.011578
0.006800, 0.000000, 0.000000, -0.002589, 0.003363, -0.013079, 0.008711, -0.014700, 0.011009
0.006850, 0.000000, 0.000000, -0.002517, 0.003263, -0.013020, 0.008322, -0.014506, 0.010447
0.006900, 0.000000, 0.000000, -0.002447, 0.003166, -0.012953, 0.007939, -0.014291, 0.009893
0.006950, 0.000000, 0.000000, -0.002378, 0.003071, -0.012877, 0.007562, -0.014055, 0.009347
0.007000, 0.000000, 0.000000, -0.002311, 0.002979, -0.012793, 0.007192, -0.013798, 0.008811
0.007050, 0.000000, 0.000000, -0.002246, 0.002890, -0.012701, 0.006829, -0.013522, 0.008285
0.007100, 0.000000, 0.000000, -0.002182, 0.002803, -0.012601, 0.006472, -0.013226, 0.007769
0.007150, 0.000000, 0.000000, -0.002120, 0.002719, -0.012494, 0.006122, -0.012910, 0.007265
0.007200, 0.000000, 0.000000, -0.002060, 0.002637, -0.012381, 0.005780, -0.012576, 0.006773
0.007250, 0.000000, 0.000000, -0.002001, 0.002558, -0.012260, 0.005444, -0.012224, 0.006295
0.007300, 0.000000, 0.000000, -0.001944, 0.002481, -0.012133, 0.005116, -0.011853, 0.005829
0.007350, 0.000000, 0.000000, -0.001888, 0.002406, -0.012000, 0.004796, -0.011466, 0.005379
0.007400, 0.000000, 0.000000, -0.001834, 0.002333, -0.011860, 0.004483, -0.011062, 0.004943
0.007450, 0.000000, 0.000000, -0.001781, 0.002262, -0.011716, 0.004178, -0.010641, 0.004522
0.007500, 0.000000, 0.000000, -0.001729, 0.002193, -0.011566, 0.003880, -0.010205, 0.004118
0.007550, 0.000000, 0.000000, -0.001679, 0.002127, -0.011410, 0.003590, -0.009754, 0.003730
0.007600, 0.000000, 0.000000, -0.001630, 0.002062, -0.011250, 0.003308, -0.009289, 0.003360
0.007650, 0.000000, 0.000000, -0.001583, 0.001999, -0.011086, 0.003034, -0.008811, 0.003008
0.007700, 0.000000, 0.000000, -0.001537, 0.001938, -0.010917, 0.002768, -0.008319, 0.002673
0.007750, 0.000000, 0.000000, -0.001492, 0.001878, -0.010745, 0.002509, -0.007815, 0.002358
0.007800, 0.000000, 0.000000, -0.001448, 0.001821, -0.010568, 0.002259, -0.007299, 0.002062
0.007850, 0.000000, 0.000000, -0.001406, 0.001765, -0.010389, 0.002017, -0.006773, 0.001785
0.007900, 0.000000, 0.000000, -0.001364, 0.001711, -0.010206, 0.001782, -0.006237, 0.001529
0.007950, 0.000000, 0.000000, -0.001324, 0.001658, -0.010020, 0.001556, -0.005691, 0.001292
0.008000, 0.000000, 0.000000, -0.001285, 0.001607, -0.009832, 0.001337, -0.005137, 0.001077
0.008050, 0.000000, 0.000000, -0.001247, 0.001557, -0.009641, 0.001127, -0.004575, 0.000883
0.008100, 0.000000, 0.000000, -0.001210, 0.001509, -0.009448, 0.000924, -0.004006, 0.000710
0.008150, 0.000000, 0.000000, -0.001174, 0.001463, -0.009254, 0.000729, -0.003431, 0.000558
0.008200, 0.000000, 0.000000, -0.001139, 0.001417, -0.009057, 0.000542, -0.002851, 0.000428
0.008250, 0.000000, 0.000000, -0.001105, 0.001373, -0.008860, 0.000363, -0.002267, 0.000320
0.008300, 0.000000, 0.000000, -0.001072, 0.001331, -0.008661, 0.000191, -0.001678, 0.000235
0.008350, 0.000000, 0.000000, -0.001040, 0.001289, -0.008461, 0.000028, -0.001168, 0.000171
0.008400, 0.000000, 0.000000, -0.001009, 0.001249, -0.008261, -0.000129, -0.000797, 0.000127
0.008450, 0.000000, 0.000000, -0.000979, 0.001210, -0.008060, -0.000278, -0.000527, 0.000097
0.008500, 0.000000, 0.000000, -0.000949, 0.001173, -0.007859, -0.000419, -0.000330, 0.000077
0.008550, 0.000000, 0.000000, -0.000921, 0.001136, -0.007658, -0.000553, -0.000187, 0.000065
0.008600, 0.000000, 0.000000, -0.000893, 0.001101, -0.007457, -0.000680, -0.000083, 0.000058
0.008650, 0.000000, 0.000000, -0.000866, 0.001066, -0.007256, -0.000800, -0.000008, 0.000054
0.008700, 0.000000, 0.000000, -0.000840, 0.001033, -0.007056, -0.000913, 0.000047, 0.000054
0.008750, 0.000000, 0.000000, -0.000814, 0.001000, -0.006857, -0.001019, 0.000086, 0.000056
0.008800, 0.000000, 0.000000, -0.000789, 0.000969, -0.006658, -0.001118, 0.000113, 0.000059
0.008850, 0.000000, 0.000000, -0.000765, 0.000939, -0.006461, -0.001211, 0.000133, 0.000063
0.008900, 0.000000, 0.000000, -0.000742, 0.000909, -0.006265, -0.001297, 0.000146, 0.000068
0.008950, 0.000000, 0.000000, -0.000720, 0.000880, -0.006070, -0.001376, 0.000155, 0.000074
0.009000, 0.000000, 0.000000, -0.000698, 0.000853, -0.005877, -0.001449, 0.000161, 0.000080
0.009050, 0.000000, 0.000000, -0.000676, 0.000826, -0.005686, -0.001516, 0.000164, 0.000085
0.009100, 0.000000, 0.000000, -0.000656, 0.000800, -0.005496, -0.001577, 0.000165, 0.000092
0.009150, 0.000000, 0.000000, -0.000635, 0.000774, -0.005309, -0.001633, 0.000164, 0.000098
0.009200, 0.000000, 0.000000, -0.000616, 0.000750, -0.005124, -0.001682, 0.000163, 0.000104
0.009250, 0.000000, 0.000000, -0.000597, 0.000726, -0.004941, -0.001726, 0.000161, 0.000110
0.009300, 0.000000, 0.000000, -0.000579, 0.000703, -0.004761, -0.001764, 0.000158, 0.000116
0.009350, 0.000000, 0.000000, -0.000561, 0.000681, -0.004583, -0.001797, 0.000154, 0.000122
0.009400, 0.000000, 0.000000, -0.000543, 0.000659, -0.004408, -0.001825, 0.000150, 0.000128
0.009450, 0.000000, 0.000000, -0.000527, 0.000638, -0.004235, -0.001848, 0.000146, 0.000133
0.009500, 0.000000, 0.000000, -0.000510, 0.000618, -0.004066, -0.001866, 0.000141, 0.000138
0.009550, 0.000000, 0.000000, -0.000495, 0.000598, -0.003899, -0.001879, 0.000136, 0.000144
0.009600, 0.000000, 0.000000, -0.000479, 0.000579, -0.003735, -0.001888, 0.000131, 0.000149
0.009650, 0.000000, 0.000000, -0.000464, 0.000561, -0.003575, -0.001892, 0.000125, 0.000154
0.009700, 0.000000, 0.000000, -0.000450, 0.000543, -0.003418, -0.001892, 0.000119, 0.000158
0.009750, 0.000000, 0.000000, -0.000436, 0.000525, -0.003264, -0.001888, 0.000113, 0.000163
0.009800, 0.000000, 0.000000, -0.000422, 0.000509, -0.003113, -0.001880, 0.000107, 0.000167
0.009850, 0.000000, 0.000000, -0.000409, 0.000492, -0.002966, -0.001868, 0.000101, 0.000171
0.009900, 0.000000, 0.000000, -0.000396, 0.000477, -0.002822, -0.001853, 0.000094, 0.000174
0.009950, 0.000000, 0.000000, -0.000384, 0.000461, -0.002682, -0.001834, 0.000088, 0.000178
0.010000, 0.000000, 0.000000, -0.000372, 0.000447, -0.002545, -0.001812, 0.000081, 0.000181
0.010050, 0.000000, 0.000000, -0.000360, 0.000432, -0.002412, -0.001786, 0.000074, 0.000184
0.010100, 0.000000, 0.000000, -0.000349, 0.000418, -0.002282, -0.001758, 0.000067, 0.000186
0.010150, 0.000000, 0.000000, -0.000338, 0.000405, -0.002156, -0.001727, 0.000060, 0.000189
0.010200, 0.000000, 0.000000, -0.000327, 0.000392, -0.002034, -0.001693, 0.000053, 0.000191
0.010250, 0.000000, 0.000000, -0.000317, 0.000379, -0.001915, -0.001656, 0.000046, 0.000193
0.010300, 0.000000, 0.000000, -0.000307, 0.000367, -0.001801, -0.001617, 0.000038, 0.000194
0.010350, 0.000000, 0.000000, -0.000297, 0.000355, -0.001689, -0.001576, 0.000031, 0.000196
0.010400, 0.000000, 0.000000, -0.000288, 0.000344, -0.001582, -0.001532, 0.000024, 0.000197
0.010450, 0.000000, 0.000000, -0.000279, 0.000333, -0.001478, -0.001487, 0.000016, 0.000198
0.010500, 0.000000, 0.000000, -0.000270, 0.000322, -0.001378, -0.001440, 0.000009, 0.000198
0.010550, 0.000000, 0.000000, -0.000262, 0.000311, -0.001282, -0.001391, 0.000001, 0.000198
0.010600, 0.000000, 0.000000, -0.000253, 0.000301, -0.001190, -0.001340, -0.000006, 0.000198
0.010650, 0.000000, 0.000000, -0.000245, 0.000292, -0.001101, -0.001288, -0.000014, 0.000198
0.010700, 0.000000, 0.000000, -0.000237, 0.000282, -0.001015, -0.001235, -0.000021, 0.000197
0.010750, 0.000000, 0.000000, -0.000230, 0.000273, -0.000934, -0.001180, -0.000029, 0.000196
0.010800, 0.000000, 0.000000, -0.000223, 0.000264, -0.000856, -0.001124, -0.000036, 0.000195
0.010850, 0.000000, 0.000000, -0.000216, 0.000256, -0.000782, -0.001068, -0.000043, 0.000193
0.010900, 0.000000, 0.000000, -0.000209, 0.000247, -0.000711, -0.001010, -0.000050, 0.000192
0.010950, 0.000000, 0.000000, -0.000202, 0.000239, -0.000643, -0.000952, -0.000058, 0.000190
0.011000, 0.000000, 0.000000, -0.000196, 0.000231, -0.000579, -0.000894, -0.000065, 0.000187
0.011050, 0.000000, 0.000000, -0.000189, 0.000224, -0.000519, -0.000834, -0.000072, 0.000185
0.011100, 0.000000, 0.000000, -0.000183, 0.000217, -0.000462, -0.000775, -0.000079, 0.000182
0.011150, 0.000000, 0.000000, -0.000177, 0.000210, -0.000408, -0.000715, -0.000085, 0.000179
0.011200, 0.000000, 0.000000, -0.000172, 0.000203, -0.000358, -0.000655, -0.000092, 0.000175
0.011250, 0.000000, 0.000000, -0.000166, 0.000196, -0.000311, -0.000595, -0.000099, 0.000172
0.011300, 0.000000, 0.000000, -0.000161, 0.000190, -0.000267, -0.000535, -0.000105, 0.000168
0.011350, 0.000000, 0.000000, -0.000156, 0.000184, -0.000226, -0.000475, -0.000111, 0.000164
0.011400, 0.000000, 0.000000, -0.000151, 0.000178, -0.000188, -0.000416, -0.000117, 0.000160
0.011450, 0.000000, 0.000000, -0.000146, 0.000172, -0.000153, -0.000356, -0.000123, 0.000155
0.011500, 0.000000, 0.000000, -0.000141, 0.000166, -0.000121, -0.000297, -0.000129, 0.000150
0.011550, 0.000000, 0.000000, -0.000137, 0.000161, -0.000092, -0.000239, -0.000135, 0.000145
0.011600, 0.000000, 0.000000, -0.000132, 0.000155, -0.000066, -0.000181, -0.000140, 0.000140
0.011650, 0.000000, 0.000000, -0.000128, 0.000150, -0.000043, -0.000124, -0.000145, 0.000135
0.011700, 0.000000, 0.000000, -0.000124, 0.000145, -0.000022, -0.000067, -0.000150, 0.000129
0.011750, 0.000000, 0.000000, -0.000120, 0.000141, -0.000004, -0.000011, -0.000155, 0.000123
0.011800, 0.000000, 0.000000, -0.000116, 0.000136, 0.000012, 0.000044, -0.000160, 0.000118
0.011850, 0.000000, 0.000000, -0.000112, 0.000132, 0.000025, 0.000098, -0.000164, 0.000111
0.011900, 0.000000, 0.000000, -0.000109, 0.000127, 0.000036, 0.000151, -0.000168, 0.000105
0.011950, 0.000000, 0.000000, -0.000105, 0.000123, 0.000044, 0.000203, -0.000172, 0.000099
0.012000, 0.000000, 0.000000, -0.000102, 0.000119, 0.000051, 0.000254, -0.000175, 0.000092
0.012050, 0.000000, 0.000000, -0.000098, 0.000115, 0.000055, 0.000304, -0.000179, 0.000086
0.012100, 0.000000, 0.000000, -0.000095, 0.000111, 0.000057, 0.000352, -0.000182, 0.000079
0.012150, 0.000000, 0.000000, -0.000092, 0.000108, 0.000057, 0.000400, -0.000185, 0.000072
0.012200, 0.000000, 0.000000, -0.000089, 0.000104, 0.000055, 0.000446, -0.000187, 0.000065
0.012250, 0.000000, 0.000000, -0.000086, 0.000101, 0.000051, 0.000491, -0.000190, 0.000058
0.012300, 0.000000, 0.000000, -0.000083, 0.000097, 0.000045, 0.000535, -0.000192, 0.000051
0.012350, 0.000000, 0.000000, -0.000081, 0.000094, 0.000038, 0.000577, -0.000193, 0.000043
0.012400, 0.000000, 0.000000, -0.000078, 0.000091, 0.000029, 0.000618, -0.000195, 0.000036
0.012450, 0.000000, 0.000000, -0.000076, 0.000088, 0.000018, 0.000657, -0.000196, 0.000029
0.012500, 0.000000, 0.000000, -0.000073, 0.000085, 0.000006, 0.000695, -0.000197, 0.000021
0.012550, 0.000000, 0.000000, -0.000071, 0.000082, -0.000007, 0.000731, -0.000198, 0.000014
0.012600, 0.000000, 0.000000, -0.000068, 0.000079, -0.000022, 0.000766, -0.000198, 0.000006
0.012650, 0.000000, 0.000000, -0.000066, 0.000077, -0.000038, 0.000800, -0.000198, -0.000001
0.012700, 0.000000, 0.000000, -0.000064, 0.000074, -0.000055, 0.000832, -0.000198, -0.000009
0.012750, 0.000000, 0.000000, -0.000062, 0.000072, -0.000073, 0.000862, -0.000198, -0.000016
0.012800, 0.000000, 0.000000, -0.000060, 0.000069, -0.000093, 0.000891, -0.000197, -0.000024
0.012850, 0.000000, 0.000000, -0.000058, 0.000067, -0.000113, 0.000919, -0.000196, -0.000031
0.012900, 0.000000, 0.000000, -0.000056, 0.000065, -0.000135, 0.000944, -0.000194, -0.000038
0.012950, 0.000000, 0.000000, -0.000054, 0.000063, -0.000157, 0.000969, -0.000193, -0.000046
0.013000, 0.000000, 0.000000, -0.000052, 0.000061, -0.000180, 0.000991, -0.000191, -0.000053
0.013050, 0.000000, 0.000000, -0.000051, 0.000059, -0.000203, 0.001012, -0.000189, -0.000060
