All calculations,ESS 690V PLL Type 1 Model 3,PLL_WT1_690V_G,PLL_WT2_690V_G,PLL_WT3_690V_G,GG_01,GG_02
"b:tnow in s","s:fmeas in p.u.","s:fmeas in p.u.","s:fmeas in p.u.","s:fmeas in p.u.","s:xspeed in p.u.","s:xspeed in p.u."
-0.099669,0.997693,1.001668,1.001668,1.001104,1.000000,1.000000
-0.098942,0.998962,0.998762,0.998762,0.999094,1.000000,1.000000
-0.098279,0.999135,0.999274,0.999274,0.999400,0.999999,0.999999
-0.097632,0.999524,1.000155,1.000155,1.000248,0.999998,0.999998
-0.096909,0.999430,0.999492,0.999492,0.999501,0.999996,0.999997
-0.096210,0.999574,0.999763,0.999763,0.999749,0.999994,0.999996
-0.095517,0.999616,0.999749,0.999749,0.999782,0.999992,0.999994
-0.094865,0.999617,0.999923,0.999923,0.999902,0.999990,0.999993
-0.094172,0.999468,0.999785,0.999785,0.999792,0.999987,0.999991
-0.093497,0.999565,0.999757,0.999757,0.999710,0.999985,0.999989
-0.092815,0.999528,0.999919,0.999919,0.999867,0.999982,0.999988
-0.092126,0.999570,0.999752,0.999752,0.999779,0.999979,0.999986
-0.091461,0.999636,0.999949,0.999949,0.999919,0.999975,0.999984
-0.090783,0.999590,0.999757,0.999757,0.999774,0.999972,0.999982
-0.090087,0.999546,0.999748,0.999748,0.999689,0.999968,0.999980
-0.089407,0.999631,0.999880,0.999880,0.999846,0.999965,0.999978
-0.088718,0.999638,0.999729,0.999729,0.999730,0.999961,0.999975
-0.088061,0.999612,0.999911,0.999911,0.999886,0.999958,0.999973
-0.087369,0.999490,0.999738,0.999738,0.999740,0.999954,0.999971
-0.086714,0.999597,0.999748,0.999748,0.999701,0.999951,0.999969
-0.086012,0.999536,0.999871,0.999871,0.999833,0.999948,0.999966
-0.085334,0.999636,0.999755,0.999755,0.999777,0.999944,0.999964
-0.084638,0.999670,0.999909,0.999909,0.999897,0.999941,0.999962
-0.083934,0.999625,0.999725,0.999725,0.999731,0.999938,0.999959
-0.083259,0.999597,0.999595,0.999595,0.999594,0.999935,0.999957
-0.082540,0.999666,0.999795,0.999795,0.999782,0.999933,0.999954
-0.081865,0.999685,0.999797,0.999797,0.999808,0.999930,0.999952
-0.081163,0.999599,0.999856,0.999856,0.999843,0.999928,0.999949
-0.080523,0.999559,0.999728,0.999728,0.999710,0.999925,0.999947
-0.079859,0.999613,0.999597,0.999597,0.999604,0.999923,0.999945
-0.079161,0.999593,0.999855,0.999855,0.999853,0.999920,0.999942
-0.078482,0.999700,0.999819,0.999819,0.999835,0.999918,0.999940
-0.077776,0.999705,0.999871,0.999871,0.999844,0.999916,0.999938
-0.077117,0.999651,0.999718,0.999718,0.999690,0.999913,0.999936
-0.076441,0.999635,0.999591,0.999591,0.999599,0.999911,0.999933
-0.075740,0.999709,0.999820,0.999820,0.999814,0.999908,0.999931
-0.075049,0.999732,0.999844,0.999844,0.999867,0.999905,0.999929
-0.074350,0.999629,0.999833,0.999833,0.999815,0.999903,0.999927
-0.073677,0.999617,0.999763,0.999763,0.999742,0.999900,0.999926
-0.073001,0.999610,0.999584,0.999584,0.999581,0.999897,0.999924
-0.072316,0.999693,0.999871,0.999871,0.999876,0.999894,0.999922
-0.071649,0.999743,0.999879,0.999879,0.999925,0.999891,0.999920
-0.070952,0.999717,0.999832,0.999832,0.999797,0.999889,0.999918
-0.070259,0.999701,0.999770,0.999770,0.999741,0.999886,0.999917
-0.069541,0.999689,0.999602,0.999602,0.999600,0.999883,0.999915
-0.068878,0.999762,0.999749,0.999749,0.999755,0.999880,0.999913
-0.068138,0.999739,0.999857,0.999857,0.999892,0.999877,0.999911
-0.067465,0.999666,0.999741,0.999741,0.999762,0.999874,0.999910
-0.066806,0.999611,0.999830,0.999830,0.999773,0.999871,0.999908
-0.066114,0.999719,0.999680,0.999680,0.999670,0.999869,0.999906
-0.065377,0.999710,0.999746,0.999746,0.999772,0.999866,0.999904
-0.064725,0.999774,0.999884,0.999884,0.999900,0.999863,0.999902
-0.064040,0.999773,0.999695,0.999695,0.999716,0.999861,0.999900
-0.063335,0.999674,0.999765,0.999765,0.999700,0.999859,0.999898
-0.062660,0.999774,0.999767,0.999767,0.999749,0.999856,0.999895
-0.061938,0.999791,0.999693,0.999693,0.999752,0.999854,0.999893
-0.061261,0.999737,0.999876,0.999876,0.999879,0.999852,0.999891
-0.060566,0.999609,0.999678,0.999678,0.999699,0.999850,0.999889
-0.059887,0.999735,0.999681,0.999681,0.999666,0.999848,0.999887
-0.059217,0.999681,0.999847,0.999847,0.999850,0.999846,0.999885
-0.058520,0.999788,0.999775,0.999775,0.999826,0.999843,0.999882
-0.057788,0.999792,0.999856,0.999856,0.999846,0.999841,0.999880
-0.057141,0.999755,0.999661,0.999661,0.999652,0.999839,0.999878
-0.056468,0.999680,0.999638,0.999638,0.999650,0.999837,0.999876
-0.055761,0.999826,0.999796,0.999796,0.999793,0.999835,0.999874
-0.055064,0.999817,0.999801,0.999801,0.999829,0.999832,0.999872
-0.054361,0.999703,0.999856,0.999856,0.999845,0.999830,0.999871
-0.053732,0.999687,0.999703,0.999703,0.999705,0.999828,0.999869
-0.053059,0.999696,0.999606,0.999606,0.999620,0.999825,0.999867
-0.052324,0.999753,0.999863,0.999863,0.999879,0.999823,0.999866
-0.051664,0.999821,0.999833,0.999833,0.999870,0.999820,0.999864
-0.050979,0.999824,0.999864,0.999864,0.999832,0.999818,0.999863
-0.050316,0.999717,0.999721,0.999721,0.999706,0.999815,0.999861
-0.049603,0.999812,0.999573,0.999573,0.999582,0.999813,0.999860
-0.048885,0.999819,0.999777,0.999777,0.999787,0.999810,0.999858
-0.048246,0.999814,0.999850,0.999850,0.999908,0.999808,0.999856
-0.047551,0.999694,0.999830,0.999830,0.999806,0.999805,0.999855
-0.046876,0.999700,0.999725,0.999725,0.999713,0.999803,0.999853
-0.046197,0.999713,0.999576,0.999576,0.999582,0.999801,0.999851
-0.045478,0.999808,0.999835,0.999835,0.999865,0.999798,0.999850
-0.044836,0.999837,0.999852,0.999852,0.999902,0.999796,0.999848
-0.044120,0.999783,0.999737,0.999737,0.999726,0.999794,0.999846
-0.043386,0.999799,0.999794,0.999794,0.999773,0.999792,0.999844
-0.042714,0.999791,0.999669,0.999669,0.999665,0.999790,0.999842
-0.041963,0.999863,0.999674,0.999674,0.999724,0.999788,0.999840
-0.041277,0.999791,0.999878,0.999878,0.999904,0.999786,0.999838
-0.040625,0.999634,0.999675,0.999675,0.999704,0.999784,0.999836
-0.039887,0.999775,0.999686,0.999686,0.999669,0.999782,0.999834
-0.039184,0.999735,0.999812,0.999812,0.999833,0.999780,0.999831
-0.038464,0.999841,0.999820,0.999820,0.999851,0.999779,0.999829
-0.037765,0.999843,0.999834,0.999834,0.999830,0.999777,0.999827
-0.037117,0.999745,0.999742,0.999742,0.999734,0.999775,0.999826
-0.036405,0.999826,0.999538,0.999538,0.999554,0.999773,0.999824
-0.035686,0.999822,0.999775,0.999775,0.999791,0.999771,0.999822
-0.035047,0.999857,0.999861,0.999861,0.999909,0.999769,0.999820
-0.034340,0.999738,0.999806,0.999806,0.999800,0.999767,0.999818
-0.033668,0.999677,0.999771,0.999771,0.999763,0.999765,0.999817
-0.032914,0.999804,0.999668,0.999668,0.999663,0.999762,0.999815
-0.032176,0.999771,0.999698,0.999698,0.999726,0.999760,0.999814
-0.031520,0.999863,0.999912,0.999912,0.999938,0.999758,0.999812
-0.030850,0.999828,0.999702,0.999702,0.999748,0.999756,0.999811
-0.030115,0.999735,0.999696,0.999696,0.999657,0.999753,0.999809
-0.029415,0.999872,0.999819,0.999819,0.999813,0.999751,0.999808
-0.028733,0.999859,0.999678,0.999678,0.999718,0.999749,0.999806
-0.028062,0.999821,0.999875,0.999875,0.999881,0.999747,0.999805
-0.027360,0.999673,0.999708,0.999708,0.999734,0.999745,0.999803
-0.026665,0.999753,0.999616,0.999616,0.999629,0.999743,0.999802
-0.025926,0.999784,0.999776,0.999776,0.999778,0.999741,0.999800
-0.025253,0.999836,0.999882,0.999882,0.999913,0.999739,0.999798
-0.024543,0.999862,0.999796,0.999796,0.999814,0.999737,0.999796
-0.023867,0.999775,0.999770,0.999770,0.999766,0.999735,0.999795
-0.023142,0.999793,0.999587,0.999587,0.999599,0.999733,0.999793
-0.022461,0.999880,0.999669,0.999669,0.999693,0.999731,0.999791
-0.021721,0.999856,0.999882,0.999882,0.999915,0.999730,0.999789
-0.021063,0.999762,0.999739,0.999739,0.999823,0.999728,0.999787
-0.020341,0.999690,0.999772,0.999772,0.999713,0.999727,0.999785
-0.019641,0.999768,0.999750,0.999750,0.999732,0.999725,0.999783
-0.018916,0.999811,0.999709,0.999709,0.999763,0.999723,0.999781
-0.018168,0.999874,0.999825,0.999825,0.999845,0.999722,0.999779
-0.017520,0.999795,0.999798,0.999798,0.999804,0.999720,0.999777
-0.016799,0.999831,0.999575,0.999575,0.999595,0.999718,0.999775
-0.016088,0.999787,0.999694,0.999694,0.999710,0.999717,0.999773
-0.015372,0.999908,0.999837,0.999837,0.999870,0.999715,0.999772
-0.014677,0.999825,0.999769,0.999769,0.999826,0.999713,0.999770
-0.013960,0.999670,0.999811,0.999811,0.999786,0.999711,0.999768
-0.013274,0.999783,0.999697,0.999697,0.999678,0.999709,0.999767
-0.012537,0.999778,0.999630,0.999630,0.999665,0.999707,0.999765
-0.011837,0.999860,0.999844,0.999844,0.999857,0.999705,0.999764
-0.011175,0.999864,0.999830,0.999830,0.999868,0.999703,0.999763
-0.010468,0.999805,0.999636,0.999636,0.999657,0.999701,0.999761
-0.009731,0.999797,0.999741,0.999741,0.999722,0.999699,0.999760
-0.009034,0.999880,0.999786,0.999786,0.999775,0.999698,0.999758
-0.008343,0.999882,0.999733,0.999733,0.999778,0.999696,0.999757
-0.007680,0.999770,0.999856,0.999856,0.999884,0.999694,0.999755
-0.007010,0.999662,0.999616,0.999616,0.999620,0.999692,0.999754
-0.006270,0.999802,0.999666,0.999666,0.999683,0.999690,0.999752
-0.005532,0.999814,0.999857,0.999857,0.999897,0.999689,0.999751
-0.004864,0.999863,0.999785,0.999785,0.999833,0.999687,0.999749
-0.004157,0.999839,0.999793,0.999793,0.999767,0.999685,0.999747
-0.003401,0.999806,0.999744,0.999744,0.999749,0.999684,0.999745
-0.002688,0.999846,0.999686,0.999686,0.999693,0.999682,0.999744
-0.001963,0.999891,0.999674,0.999674,0.999724,0.999681,0.999742
-0.001319,0.999819,0.999862,0.999862,0.999902,0.999680,0.999740
-0.000641,0.999661,0.999669,0.999669,0.999701,0.999678,0.999738
0.000112,0.999809,0.999641,0.999641,0.999629,0.999677,0.999736
0.000816,0.999761,0.999803,0.999803,0.999832,0.999675,0.999734
0.001536,0.999862,0.999827,0.999827,0.999870,0.999674,0.999732
0.002253,0.999833,0.999783,0.999783,0.999792,0.999673,0.999730
0.002959,0.999828,0.999768,0.999768,0.999762,0.999671,0.999729
0.003706,0.999766,0.999647,0.999647,0.999652,0.999669,0.999727
0.004418,0.999886,0.999603,0.999603,0.999643,0.999668,0.999725
0.005119,0.999830,0.999887,0.999887,0.999929,0.999666,0.999723
0.005760,0.999674,0.999705,0.999705,0.999779,0.999664,0.999722
0.006502,0.999734,0.999675,0.999675,0.999657,0.999663,0.999720
0.007210,0.999715,0.999786,0.999786,0.999786,0.999661,0.999718
0.007944,0.999801,0.999815,0.999815,0.999829,0.999659,0.999716
0.008661,0.999822,0.999781,0.999781,0.999807,0.999657,0.999715
0.009333,0.999756,0.999771,0.999771,0.999767,0.999655,0.999713
0.010058,0.999746,0.999592,0.999592,0.999603,0.999653,0.999712
0.010759,0.999796,0.999652,0.999652,0.999680,0.999651,0.999710
0.011466,0.999851,0.999856,0.999856,0.999884,0.999649,0.999709
0.012138,0.999742,0.999758,0.999758,0.999840,0.999647,0.999707
0.012840,0.999634,0.999783,0.999783,0.999747,0.999646,0.999705
0.013558,0.999721,0.999719,0.999719,0.999709,0.999644,0.999704
0.014314,0.999765,0.999682,0.999682,0.999724,0.999642,0.999702
0.015014,0.999815,0.999787,0.999787,0.999812,0.999640,0.999700
0.015663,0.999791,0.999773,0.999773,0.999807,0.999639,0.999698
0.016341,0.999770,0.999591,0.999591,0.999619,0.999637,0.999696
0.017107,0.999753,0.999720,0.999720,0.999715,0.999636,0.999694
0.017831,0.999858,0.999770,0.999770,0.999814,0.999634,0.999692
0.018531,0.999795,0.999742,0.999742,0.999801,0.999633,0.999690
0.019240,0.999633,0.999813,0.999813,0.999809,0.999632,0.999688
0.019913,0.999717,0.999654,0.999654,0.999658,0.999630,0.999686
0.020666,0.999707,0.999593,0.999593,0.999626,0.999629,0.999684
0.021412,0.999779,0.999778,0.999778,0.999821,0.999628,0.999682
0.022028,0.999803,0.999819,0.999819,0.999870,0.999626,0.999680
0.022740,0.999748,0.999639,0.999639,0.999671,0.999625,0.999678
0.023486,0.999706,0.999647,0.999647,0.999630,0.999623,0.999676
0.024181,0.999835,0.999779,0.999779,0.999794,0.999622,0.999674
0.024880,0.999806,0.999712,0.999712,0.999778,0.999620,0.999673
0.025624,0.999694,0.999829,0.999829,0.999837,0.999618,0.999671
0.026268,0.999655,0.999661,0.999661,0.999685,0.999617,0.999669
0.026998,0.999662,0.999576,0.999576,0.999590,0.999615,0.999668
0.027723,0.999767,0.999780,0.999780,0.999813,0.999613,0.999666
0.028434,0.999810,0.999855,0.999855,0.999908,0.999612,0.999664
0.029079,0.999739,0.999708,0.999708,0.999732,0.999610,0.999663
0.029820,0.999749,0.999716,0.999716,0.999686,0.999608,0.999661
0.030532,0.999761,0.999713,0.999713,0.999711,0.999606,0.999660
0.031238,0.999821,0.999589,0.999589,0.999635,0.999605,0.999658
0.031922,0.999766,0.999858,0.999858,0.999895,0.999603,0.999657
0.032557,0.999614,0.999653,0.999653,0.999726,0.999602,0.999655
0.033285,0.999714,0.999644,0.999644,0.999627,0.999600,0.999653
0.034040,0.999684,0.999722,0.999722,0.999743,0.999598,0.999651
0.034733,0.999773,0.999810,0.999810,0.999844,0.999597,0.999650
0.035438,0.999793,0.999775,0.999775,0.999798,0.999595,0.999648
0.036084,0.999707,0.999715,0.999715,0.999711,0.999594,0.999646
0.036841,0.999746,0.999604,0.999604,0.999618,0.999593,0.999644
0.037560,0.999795,0.999626,0.999626,0.999660,0.999591,0.999642
0.038264,0.999788,0.999828,0.999828,0.999872,0.999590,0.999640
0.038938,0.999671,0.999699,0.999699,0.999793,0.999589,0.999638
0.039659,0.999651,0.999661,0.999661,0.999635,0.999587,0.999636
0.040398,0.999656,0.999746,0.999746,0.999744,0.999586,0.999634
0.041132,0.999736,0.999716,0.999716,0.999756,0.999585,0.999632
0.041844,0.999781,0.999744,0.999744,0.999784,0.999583,0.999630
0.042518,0.999709,0.999759,0.999759,0.999774,0.999582,0.999628
0.043258,0.999708,0.999567,0.999567,0.999580,0.999581,0.999626
0.043984,0.999751,0.999577,0.999577,0.999610,0.999579,0.999624
0.044666,0.999793,0.999797,0.999797,0.999839,0.999578,0.999622
0.045339,0.999724,0.999736,0.999736,0.999815,0.999576,0.999620
0.046054,0.999596,0.999749,0.999749,0.999721,0.999575,0.999619
0.046741,0.999651,0.999661,0.999661,0.999666,0.999573,0.999617
0.047469,0.999705,0.999604,0.999604,0.999643,0.999572,0.999615
0.048162,0.999754,0.999765,0.999765,0.999787,0.999570,0.999614
0.048838,0.999753,0.999781,0.999781,0.999822,0.999569,0.999612
0.049540,0.999703,0.999590,0.999590,0.999612,0.999567,0.999611
0.050270,0.999687,0.999640,0.999640,0.999627,0.999565,0.999609
0.050977,0.999790,0.999761,0.999761,0.999757,0.999564,0.999607
0.051663,0.999770,0.999669,0.999669,0.999732,0.999562,0.999606
0.052321,0.999660,0.999806,0.999806,0.999829,0.999561,0.999604
0.053040,0.999567,0.999581,0.999581,0.999597,0.999559,0.999603
0.053741,0.999679,0.999582,0.999582,0.999610,0.999558,0.999601
0.054474,0.999708,0.999780,0.999780,0.999826,0.999556,0.999599
0.055147,0.999760,0.999753,0.999753,0.999810,0.999555,0.999597
0.055850,0.999707,0.999702,0.999702,0.999689,0.999554,0.999596
0.056600,0.999705,0.999702,0.999702,0.999696,0.999552,0.999594
0.057312,0.999705,0.999610,0.999610,0.999615,0.999551,0.999592
0.058037,0.999772,0.999603,0.999603,0.999661,0.999550,0.999590
0.058723,0.999703,0.999806,0.999806,0.999851,0.999549,0.999588
0.059384,0.999550,0.999598,0.999598,0.999645,0.999547,0.999586
0.060133,0.999662,0.999578,0.999578,0.999582,0.999546,0.999584
0.060869,0.999661,0.999718,0.999718,0.999744,0.999545,0.999582
0.061549,0.999738,0.999803,0.999803,0.999850,0.999544,0.999580
0.062261,0.999694,0.999693,0.999693,0.999712,0.999543,0.999578
0.062959,0.999711,0.999698,0.999698,0.999685,0.999541,0.999576
0.063705,0.999646,0.999596,0.999596,0.999599,0.999540,0.999574
0.064426,0.999771,0.999543,0.999543,0.999585,0.999539,0.999572
0.065119,0.999720,0.999809,0.999809,0.999848,0.999537,0.999570
0.065752,0.999580,0.999636,0.999636,0.999720,0.999536,0.999569
0.066468,0.999627,0.999602,0.999602,0.999582,0.999534,0.999567
0.067195,0.999616,0.999717,0.999717,0.999718,0.999533,0.999565
0.067915,0.999695,0.999712,0.999712,0.999735,0.999531,0.999564
0.068637,0.999740,0.999739,0.999739,0.999769,0.999530,0.999562
0.069281,0.999656,0.999688,0.999688,0.999690,0.999528,0.999560
0.069990,0.999686,0.999485,0.999485,0.999502,0.999527,0.999559
0.070730,0.999672,0.999610,0.999610,0.999636,0.999525,0.999557
0.071425,0.999769,0.999774,0.999774,0.999805,0.999524,0.999556
0.072126,0.999660,0.999683,0.999683,0.999732,0.999522,0.999554
0.072822,0.999533,0.999728,0.999728,0.999715,0.999521,0.999552
0.073528,0.999661,0.999585,0.999585,0.999583,0.999520,0.999551
0.074239,0.999618,0.999536,0.999536,0.999584,0.999518,0.999549
0.074918,0.999718,0.999795,0.999795,0.999828,0.999517,0.999547
0.075556,0.999711,0.999666,0.999666,0.999746,0.999516,0.999546
0.076284,0.999626,0.999599,0.999599,0.999553,0.999515,0.999544
0.077001,0.999708,0.999682,0.999682,0.999686,0.999513,0.999542
0.077740,0.999691,0.999630,0.999630,0.999638,0.999512,0.999540
0.078446,0.999698,0.999646,0.999646,0.999695,0.999511,0.999538
0.079119,0.999611,0.999727,0.999727,0.999765,0.999510,0.999536
0.079792,0.999515,0.999500,0.999500,0.999514,0.999509,0.999534
0.080530,0.999639,0.999576,0.999576,0.999602,0.999507,0.999532
0.081272,0.999663,0.999747,0.999747,0.999793,0.999506,0.999530
0.081938,0.999691,0.999683,0.999683,0.999752,0.999505,0.999528
0.082646,0.999675,0.999689,0.999689,0.999649,0.999504,0.999526
0.083341,0.999635,0.999620,0.999620,0.999609,0.999503,0.999524
0.084086,0.999658,0.999512,0.999512,0.999535,0.999501,0.999523
0.084819,0.999716,0.999645,0.999645,0.999681,0.999500,0.999521
0.085461,0.999616,0.999723,0.999723,0.999772,0.999499,0.999519
0.086140,0.999553,0.999550,0.999550,0.999603,0.999497,0.999518
0.086869,0.999599,0.999577,0.999577,0.999548,0.999496,0.999516
0.087579,0.999588,0.999733,0.999733,0.999741,0.999495,0.999514
0.088266,0.999685,0.999632,0.999632,0.999695,0.999493,0.999513
0.088938,0.999692,0.999745,0.999745,0.999749,0.999492,0.999511
0.089684,0.999583,0.999573,0.999573,0.999562,0.999490,0.999510
0.090441,0.999656,0.999479,0.999479,0.999496,0.999489,0.999508
0.091123,0.999697,0.999586,0.999586,0.999611,0.999487,0.999506
0.091816,0.999663,0.999732,0.999732,0.999787,0.999486,0.999505
0.092517,0.999565,0.999616,0.999616,0.999644,0.999485,0.999503
0.093212,0.999499,0.999638,0.999638,0.999625,0.999483,0.999502
0.093933,0.999642,0.999603,0.999603,0.999594,0.999482,0.999500
0.094638,0.999631,0.999536,0.999536,0.999596,0.999481,0.999498
0.095280,0.999668,0.999756,0.999756,0.999785,0.999479,0.999497
0.095959,0.999668,0.999558,0.999558,0.999580,0.999478,0.999495
0.096730,0.999581,0.999479,0.999479,0.999490,0.999477,0.999493
0.097474,0.999659,0.999604,0.999604,0.999608,0.999476,0.999491
0.098158,0.999685,0.999714,0.999714,0.999752,0.999475,0.999489
0.098862,0.999598,0.999629,0.999629,0.999666,0.999474,0.999487
0.099559,0.999489,0.999646,0.999646,0.999653,0.999472,0.999485
0.100292,0.999611,0.999516,0.999516,0.999513,0.999471,0.999484
0.101024,0.999553,0.999504,0.999504,0.999559,0.999470,0.999482
0.101719,0.999663,0.999742,0.999742,0.999768,0.999469,0.999480
0.102353,0.999648,0.999587,0.999587,0.999647,0.999468,0.999478
0.103091,0.999562,0.999518,0.999518,0.999489,0.999467,0.999476
0.103869,0.999619,0.999594,0.999594,0.999583,0.999465,0.999474
0.104557,0.999678,0.999654,0.999654,0.999660,0.999464,0.999473
0.105261,0.999622,0.999600,0.999600,0.999646,0.999463,0.999471
0.105920,0.999524,0.999650,0.999650,0.999681,0.999461,0.999469
0.106669,0.999520,0.999473,0.999473,0.999478,0.999460,0.999468
0.107411,0.999539,0.999460,0.999460,0.999485,0.999459,0.999466
0.108117,0.999644,0.999692,0.999692,0.999719,0.999457,0.999465
0.108760,0.999649,0.999650,0.999650,0.999713,0.999456,0.999463
0.109482,0.999566,0.999535,0.999535,0.999499,0.999454,0.999462
0.110241,0.999612,0.999570,0.999570,0.999565,0.999453,0.999460
0.110938,0.999626,0.999552,0.999552,0.999543,0.999451,0.999459
0.111646,0.999653,0.999568,0.999568,0.999611,0.999450,0.999457
0.112320,0.999556,0.999683,0.999683,0.999709,0.999449,0.999456
0.112971,0.999443,0.999433,0.999433,0.999476,0.999448,0.999454
0.113730,0.999567,0.999530,0.999530,0.999530,0.999446,0.999452
0.114467,0.999576,0.999673,0.999673,0.999708,0.999445,0.999451
0.115136,0.999632,0.999624,0.999624,0.999663,0.999444,0.999449
0.115853,0.999608,0.999615,0.999615,0.999595,0.999443,0.999448
0.116558,0.999583,0.999550,0.999550,0.999539,0.999441,0.999446
0.117311,0.999578,0.999492,0.999492,0.999487,0.999440,0.999444
0.118037,0.999650,0.999476,0.999476,0.999528,0.999439,0.999442
0.118680,0.999583,0.999686,0.999686,0.999722,0.999438,0.999440
0.119361,0.999428,0.999480,0.999480,0.999539,0.999437,0.999439
0.120097,0.999551,0.999470,0.999470,0.999452,0.999436,0.999437
0.120840,0.999513,0.999609,0.999609,0.999627,0.999434,0.999435
0.121536,0.999613,0.999643,0.999643,0.999675,0.999433,0.999433
0.122236,0.999615,0.999616,0.999616,0.999624,0.999432,0.999431
0.122915,0.999526,0.999546,0.999546,0.999528,0.999431,0.999430
0.123658,0.999561,0.999414,0.999414,0.999419,0.999430,0.999428
0.124360,0.999626,0.999473,0.999473,0.999498,0.999428,0.999426
0.125064,0.999601,0.999674,0.999674,0.999714,0.999427,0.999425
0.125736,0.999504,0.999524,0.999524,0.999592,0.999426,0.999423
0.126441,0.999447,0.999532,0.999532,0.999492,0.999425,0.999422
0.127189,0.999514,0.999545,0.999545,0.999536,0.999423,0.999420
0.127915,0.999558,0.999553,0.999553,0.999579,0.999422,0.999419
0.128642,0.999601,0.999590,0.999590,0.999617,0.999420,0.999417
0.129340,0.999577,0.999593,0.999593,0.999579,0.999419,0.999416
0.130086,0.999494,0.999428,0.999428,0.999427,0.999417,0.999414
0.130814,0.999624,0.999382,0.999382,0.999400,0.999416,0.999413
0.131517,0.999602,0.999643,0.999643,0.999655,0.999415,0.999411
0.132158,0.999502,0.999574,0.999574,0.999650,0.999413,0.999410
0.132867,0.999464,0.999497,0.999497,0.999471,0.999412,0.999409
0.133602,0.999470,0.999523,0.999523,0.999530,0.999411,0.999407
0.134339,0.999551,0.999531,0.999531,0.999534,0.999409,0.999405
0.135034,0.999581,0.999527,0.999527,0.999561,0.999408,0.999404
0.135677,0.999546,0.999620,0.999620,0.999635,0.999407,0.999402
0.136382,0.999552,0.999376,0.999376,0.999367,0.999406,0.999401
0.137159,0.999528,0.999432,0.999432,0.999440,0.999405,0.999399
0.137883,0.999585,0.999567,0.999567,0.999589,0.999403,0.999397
0.138555,0.999548,0.999582,0.999582,0.999635,0.999402,0.999396
0.139265,0.999439,0.999535,0.999535,0.999521,0.999401,0.999394
0.139996,0.999412,0.999499,0.999499,0.999498,0.999400,0.999392
0.140735,0.999510,0.999510,0.999510,0.999503,0.999399,0.999390
0.141453,0.999552,0.999464,0.999464,0.999522,0.999398,0.999389
0.142123,0.999552,0.999632,0.999632,0.999644,0.999397,0.999387
0.142811,0.999551,0.999433,0.999433,0.999423,0.999395,0.999386
0.143558,0.999490,0.999374,0.999374,0.999383,0.999394,0.999384
0.144275,0.999551,0.999509,0.999509,0.999511,0.999393,0.999382
0.144955,0.999578,0.999596,0.999596,0.999632,0.999392,0.999381
0.145661,0.999457,0.999541,0.999541,0.999549,0.999390,0.999379
0.146323,0.999396,0.999494,0.999494,0.999501,0.999389,0.999378
0.147086,0.999525,0.999415,0.999415,0.999401,0.999388,0.999376
0.147830,0.999464,0.999443,0.999443,0.999495,0.999386,0.999375
0.148536,0.999567,0.999627,0.999627,0.999631,0.999385,0.999374
0.149239,0.999538,0.999484,0.999484,0.999482,0.999383,0.999372
0.149941,0.999479,0.999341,0.999341,0.999350,0.999382,0.999371
0.150686,0.999519,0.999509,0.999509,0.999492,0.999380,0.999370
0.151376,0.999593,0.999593,0.999593,0.999599,0.999379,0.999368
0.152073,0.999498,0.999519,0.999519,0.999540,0.999378,0.999367
0.152740,0.999395,0.999545,0.999545,0.999547,0.999376,0.999366
0.153473,0.999464,0.999355,0.999355,0.999356,0.999375,0.999364
0.154210,0.999440,0.999375,0.999375,0.999398,0.999374,0.999363
0.154868,0.999545,0.999638,0.999638,0.999662,0.999373,0.999362
0.155538,0.999528,0.999499,0.999499,0.999562,0.999371,0.999360
0.156257,0.999486,0.999480,0.999480,0.999406,0.999370,0.999359
0.156999,0.999508,0.999452,0.999452,0.999446,0.999369,0.999357
0.157720,0.999510,0.999385,0.999385,0.999395,0.999368,0.999355
0.158432,0.999531,0.999498,0.999498,0.999516,0.999367,0.999354
0.159078,0.999422,0.999521,0.999521,0.999553,0.999366,0.999352
0.159759,0.999354,0.999324,0.999324,0.999350,0.999365,0.999351
0.160513,0.999487,0.999419,0.999419,0.999405,0.999363,0.999349
0.161238,0.999462,0.999582,0.999582,0.999618,0.999362,0.999348
0.161921,0.999518,0.999482,0.999482,0.999526,0.999361,0.999346
0.162640,0.999524,0.999526,0.999526,0.999487,0.999360,0.999345
0.163325,0.999427,0.999421,0.999421,0.999396,0.999359,0.999343
0.164069,0.999500,0.999323,0.999323,0.999335,0.999357,0.999342
0.164769,0.999538,0.999440,0.999440,0.999469,0.999356,0.999340
0.165475,0.999459,0.999556,0.999556,0.999588,0.999355,0.999339
0.166152,0.999336,0.999354,0.999354,0.999401,0.999353,0.999338
0.166895,0.999451,0.999380,0.999380,0.999339,0.999352,0.999336
0.167587,0.999406,0.999494,0.999494,0.999513,0.999351,0.999335
0.168340,0.999520,0.999542,0.999542,0.999574,0.999349,0.999334
0.169050,0.999489,0.999494,0.999494,0.999470,0.999348,0.999332
0.169741,0.999456,0.999443,0.999443,0.999412,0.999346,0.999331
0.170507,0.999449,0.999391,0.999391,0.999378,0.999345,0.999330
0.171229,0.999541,0.999337,0.999337,0.999357,0.999343,0.999329
0.171920,0.999484,0.999577,0.999577,0.999596,0.999342,0.999327
0.172555,0.999338,0.999390,0.999390,0.999448,0.999341,0.999326
0.173268,0.999417,0.999356,0.999356,0.999324,0.999340,0.999325
0.174011,0.999386,0.999476,0.999476,0.999470,0.999338,0.999324
