0.000000, -0.009975, 0.199501, 0.000025, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000
0.000050, -0.013721, 0.199090, 0.000558, 0.000014, 0.000028, 0.000001, 0.000004, 0.000000
0.000100, -0.017454, 0.198609, 0.001891, 0.000080, 0.000104, 0.000004, 0.000016, 0.000001
0.000150, -0.021175, 0.198058, 0.003734, 0.000236, 0.000228, 0.000013, 0.000040, 0.000002
0.000200, -0.024881, 0.197437, 0.005878, 0.000503, 0.000396, 0.000030, 0.000079, 0.000005
0.000250, -0.028571, 0.196748, 0.008174, 0.000897, 0.000609, 0.000058, 0.000136, 0.000011
0.000300, -0.032243, 0.195990, 0.010517, 0.001422, 0.000864, 0.000099, 0.000210, 0.000021
0.000350, -0.035898, 0.195163, 0.012832, 0.002079, 0.001160, 0.000154, 0.000304, 0.000035
0.000400, -0.039533, 0.194268, 0.015068, 0.002867, 0.001494, 0.000227, 0.000417, 0.000055
0.000450, -0.043147, 0.193307, 0.017191, 0.003780, 0.001865, 0.000319, 0.000550, 0.000083
0.000500, -0.046739, 0.192278, 0.019176, 0.004812, 0.002270, 0.000433, 0.000703, 0.000118
0.000550, -0.050307, 0.191182, 0.021010, 0.005954, 0.002708, 0.000569, 0.000876, 0.000162
0.000600, -0.053851, 0.190021, 0.022684, 0.007201, 0.003177, 0.000730, 0.001068, 0.000217
0.000650, -0.057369, 0.188794, 0.024194, 0.008542, 0.003675, 0.000918, 0.001280, 0.000284
0.000700, -0.060860, 0.187502, 0.025539, 0.009969, 0.004199, 0.001133, 0.001511, 0.000363
0.000750, -0.064322, 0.186147, 0.026721, 0.011475, 0.004747, 0.001377, 0.001760, 0.000455
0.000800, -0.067756, 0.184727, 0.027742, 0.013051, 0.005318, 0.001652, 0.002026, 0.000563
0.000850, -0.071158, 0.183244, 0.028607, 0.014690, 0.005908, 0.001958, 0.002310, 0.000687
0.000900, -0.074529, 0.181699, 0.029321, 0.016383, 0.006517, 0.002296, 0.002610, 0.000827
0.000950, -0.077867, 0.180092, 0.029887, 0.018123, 0.007141, 0.002668, 0.002926, 0.000985
0.001000, -0.081171, 0.178424, 0.030311, 0.019904, 0.007778, 0.003075, 0.003257, 0.001163
0.001050, -0.084440, 0.176696, 0.030600, 0.021718, 0.008427, 0.003516, 0.003601, 0.001360
0.001100, -0.087673, 0.174908, 0.030757, 0.023560, 0.009085, 0.003993, 0.003959, 0.001577
0.001150, -0.090869, 0.173061, 0.030789, 0.025424, 0.009749, 0.004506, 0.004328, 0.001817
0.001200, -0.094026, 0.171157, 0.030701, 0.027303, 0.010418, 0.005055, 0.004709, 0.002078
0.001250, -0.097143, 0.169194, 0.030499, 0.029193, 0.011089, 0.005641, 0.005100, 0.002363
0.001300, -0.100221, 0.167176, 0.030186, 0.031089, 0.011761, 0.006265, 0.005499, 0.002672
0.001350, -0.103257, 0.165101, 0.029769, 0.032985, 0.012430, 0.006925, 0.005907, 0.003005
0.001400, -0.106250, 0.162972, 0.029251, 0.034878, 0.013096, 0.007622, 0.006321, 0.003364
0.001450, -0.109200, 0.160789, 0.028638, 0.036762, 0.013755, 0.008357, 0.006740, 0.003748
0.001500, -0.112105, 0.158553, 0.027934, 0.038635, 0.014406, 0.009128, 0.007164, 0.004159
0.001550, -0.114966, 0.156264, 0.027144, 0.040493, 0.015047, 0.009937, 0.007592, 0.004597
0.001600, -0.117779, 0.153924, 0.026271, 0.042331, 0.015676, 0.010781, 0.008021, 0.005061
0.001650, -0.120546, 0.151534, 0.025320, 0.044147, 0.016290, 0.011662, 0.008450, 0.005554
0.001700, -0.123265, 0.149094, 0.024295, 0.045937, 0.016887, 0.012577, 0.008879, 0.006074
0.001750, -0.125934, 0.146606, 0.023198, 0.047700, 0.017467, 0.013528, 0.009307, 0.006623
0.001800, -0.128554, 0.144071, 0.022035, 0.049431, 0.018027, 0.014513, 0.009730, 0.007201
0.001850, -0.131123, 0.141489, 0.020809, 0.051129, 0.018564, 0.015532, 0.010149, 0.007807
0.001900, -0.133640, 0.138861, 0.019522, 0.052792, 0.019078, 0.016583, 0.010563, 0.008442
0.001950, -0.136106, 0.136189, 0.018178, 0.054417, 0.019567, 0.017666, 0.010969, 0.009105
0.002000, -0.138518, 0.133474, 0.016781, 0.056002, 0.020029, 0.018780, 0.011366, 0.009798
0.002050, -0.140876, 0.130716, 0.015334, 0.057545, 0.020462, 0.019923, 0.011753, 0.010520
0.002100, -0.143180, 0.127917, 0.013838, 0.059045, 0.020865, 0.021096, 0.012128, 0.011270
0.002150, -0.145428, 0.125078, 0.012299, 0.060501, 0.021236, 0.022297, 0.012491, 0.012049
0.002200, -0.147621, 0.122199, 0.010717, 0.061910, 0.021574, 0.023524, 0.012840, 0.012856
0.002250, -0.149757, 0.119282, 0.009096, 0.063271, 0.021878, 0.024776, 0.013173, 0.013691
0.002300, -0.151835, 0.116329, 0.007438, 0.064584, 0.022146, 0.026053, 0.013490, 0.014554
0.002350, -0.153856, 0.113339, 0.005746, 0.065847, 0.022376, 0.027352, 0.013788, 0.015444
0.002400, -0.155818, 0.110315, 0.004023, 0.067059, 0.022569, 0.028673, 0.014067, 0.016361
0.002450, -0.157721, 0.107258, 0.002270, 0.068220, 0.022721, 0.030014, 0.014324, 0.017305
0.002500, -0.159564, 0.104168, 0.000490, 0.069328, 0.022834, 0.031374, 0.014560, 0.018274
0.002550, -0.161347, 0.101046, -0.001315, 0.070383, 0.022904, 0.032751, 0.014772, 0.019269
0.002600, -0.163069, 0.097895, -0.003142, 0.071384, 0.022932, 0.034144, 0.014959, 0.020288
0.002650, -0.164730, 0.094715, -0.004990, 0.072331, 0.022917, 0.035550, 0.015120, 0.021331
0.002700, -0.166329, 0.091507, -0.006857, 0.073223, 0.022857, 0.036970, 0.015255, 0.022397
0.002750, -0.167866, 0.088272, -0.008740, 0.074059, 0.022753, 0.038400, 0.015360, 0.023485
0.002800, -0.169340, 0.085012, -0.010638, 0.074841, 0.022602, 0.039840, 0.015436, 0.024594
0.002850, -0.170751, 0.081728, -0.012549, 0.075567, 0.022406, 0.041287, 0.015482, 0.025724
0.002900, -0.172099, 0.078421, -0.014471, 0.076236, 0.022162, 0.042741, 0.015496, 0.026873
0.002950, -0.173383, 0.075093, -0.016402, 0.076850, 0.021872, 0.044199, 0.015476, 0.028041
0.003000, -0.174603, 0.071744, -0.018341, 0.077408, 0.021533, 0.045660, 0.015423, 0.029225
0.003050, -0.175759, 0.068376, -0.020286, 0.077910, 0.021146, 0.047122, 0.015335, 0.030426
0.003100, -0.176850, 0.064989, -0.022236, 0.078356, 0.020711, 0.048584, 0.015211, 0.031642
0.003150, -0.177875, 0.061586, -0.024189, 0.078746, 0.020228, 0.050043, 0.015051, 0.032872
0.003200, -0.178836, 0.058168, -0.026142, 0.079080, 0.019695, 0.051499, 0.014852, 0.034114
0.003250, -0.179731, 0.054735, -0.028096, 0.079358, 0.019114, 0.052948, 0.014616, 0.035368
0.003300, -0.180561, 0.051290, -0.030049, 0.079581, 0.018483, 0.054391, 0.014340, 0.036631
0.003350, -0.181324, 0.047832, -0.031998, 0.079749, 0.017804, 0.055824, 0.014024, 0.037903
0.003400, -0.182022, 0.044364, -0.033943, 0.079863, 0.017076, 0.057246, 0.013667, 0.039183
0.003450, -0.182654, 0.040887, -0.035883, 0.079921, 0.016299, 0.058657, 0.013269, 0.040468
0.003500, -0.183219, 0.037402, -0.037816, 0.079926, 0.015474, 0.060053, 0.012830, 0.041757
0.003550, -0.183718, 0.033910, -0.039741, 0.079877, 0.014601, 0.061433, 0.012348, 0.043049
0.003600, -0.184151, 0.030412, -0.041657, 0.079775, 0.013680, 0.062796, 0.011823, 0.044342
0.003650, -0.184518, 0.026910, -0.043562, 0.079620, 0.012712, 0.064141, 0.011255, 0.045636
0.003700, -0.184818, 0.023406, -0.045456, 0.079413, 0.011696, 0.065464, 0.010643, 0.046927
0.003750, -0.185052, 0.019899, -0.047337, 0.079154, 0.010634, 0.066766, 0.009988, 0.048215
0.003800, -0.185219, 0.016392, -0.049205, 0.078843, 0.009527, 0.068043, 0.009288, 0.049498
0.003850, -0.185320, 0.012886, -0.051057, 0.078482, 0.008374, 0.069296, 0.008544, 0.050775
0.003900, -0.185356, 0.009382, -0.052894, 0.078071, 0.007176, 0.070521, 0.007756, 0.052043
0.003950, -0.185325, 0.005881, -0.054714, 0.077611, 0.005935, 0.071719, 0.006923, 0.053301
0.004000, -0.185228, 0.002385, -0.056517, 0.077101, 0.004650, 0.072887, 0.006046, 0.054548
0.004050, -0.185066, -0.001106, -0.058301, 0.076544, 0.003323, 0.074024, 0.005124, 0.055782
0.004100, -0.184838, -0.004590, -0.060065, 0.075939, 0.001955, 0.075128, 0.004158, 0.057002
0.004150, -0.184544, -0.008065, -0.061808, 0.075287, 0.000546, 0.076198, 0.003149, 0.058204
0.004200, -0.184186, -0.011531, -0.063531, 0.074589, -0.000902, 0.077233, 0.002095, 0.059389
0.004250, -0.183762, -0.014987, -0.065231, 0.073846, -0.002389, 0.078232, 0.000998, 0.060554
0.004300, -0.183274, -0.018430, -0.066908, 0.073058, -0.003914, 0.079193, -0.000143, 0.061698
0.004350, -0.182722, -0.021861, -0.068561, 0.072226, -0.005475, 0.080115, -0.001326, 0.062819
0.004400, -0.182106, -0.025277, -0.070190, 0.071351, -0.007071, 0.080997, -0.002551, 0.063915
0.004450, -0.181426, -0.028678, -0.071793, 0.070433, -0.008701, 0.081837, -0.003817, 0.064985
0.004500, -0.180683, -0.032062, -0.073371, 0.069474, -0.010364, 0.082635, -0.005125, 0.066027
0.004550, -0.179877, -0.035429, -0.074921, 0.068474, -0.012060, 0.083390, -0.006473, 0.067040
0.004600, -0.179009, -0.038776, -0.076444, 0.067435, -0.013785, 0.084100, -0.007860, 0.068022
0.004650, -0.178078, -0.042104, -0.077940, 0.066355, -0.015540, 0.084765, -0.009287, 0.068972
0.004700, -0.177086, -0.045410, -0.079406, 0.065238, -0.017323, 0.085384, -0.010751, 0.069887
